List Size,Run Time,Nodes Visited,Brute Force Score,Our Score
87,Run Time: 0.0000000000,"[2, 'A', 2, 'A', 14, 'E', 14, 'B', 16, 22, 16, 'I', 18, 16, 10, 4, 'D', 9, 'B', 14, 'A', 9, 'A', 2, 'A', 2, 1, 7, 'E', 19, 'E', 7, 'E', 14, 'A', 7, 'A', 7, 'E', 19, 'C', 19, 'E', 7, 'E', 7, 1, 2, 'D', 9, 10, 4, 5, 4, 'D', 4, 'D', 2, 'A', 7, 'A', 14, 'A', 9, 'A', 2, 'A', 14, 'A', 14, 'E', 19, 'C', 14, 'C', 26, 'C', 26, 'C', 19, 'E', 7, 'E', 19, 'C', 21, 'F']",383,-63
71,Run Time: 0.0000000000,"[2, 'A', 14, 'C', 19, 'C', 14, 'E', 7, 'E', 7, 'E', 19, 'C', 21, 'F', 26, 32, 'F', 33, 21, 'F', 21, 'C', 19, 25, 26, 32, 'F', 21, 'F', 28, 'F', 21, 'C', 21, 'F', 26, 25, 31, 31, 19, 'E', 14, 'A', 7, 'A', 14, 'A', 9, 'A', 7, 'A', 7, 1, 7, 1, 7, 1, 2, 'D', 2, 'A', 14, 'E', 19, 'C', 19, 'C', 21, 'B']",319,-51
107,Run Time: 0.0000000000,"[7, 'A', 7, 'A', 14, 'B', 9, 'B', 21, 'F', 33, 26, 'F', 21, 'B', 16, 22, 28, 22, 21, 'F', 21, 'C', 14, 'C', 26, 'F', 26, 'F', 21, 'B', 9, 'A', 9, 'D', 9, 'D', 4, 'D', 2, 1, 2, 'D', 4, 5, 'G', 5, 'G', 12, 10, 9, 10, 16, 22, 16, 22, 28, 'J', 22, 28, 29, 'H', 23, 22, 23, 24, 24, 'I', 16, 'B', 16, 22, 23, 22, 28, 22, 23, 29, 'H', 'H', 28, 'J', 29, 28, 29, 35, 23, 29, 23, 24, 'I', 16, 22, 28, 'F', 26, 25, 26, 32, 'F', 26, 32, 'F', 26, 25, 19, 'E']",463,-75
60,Run Time: 0.0000000000,"[2, 'D', 2, 'A', 14, 'A', 14, 'B', 16, 10, 16, 'B', 9, 'A', 9, 'B', 9, 'B', 21, 'F', 21, 'C', 19, 'C', 14, 'C', 14, 'C', 14, 'A', 14, 'A', 9, 'D', 4, 5, 'G', 12, 10, 4, 'D', 4, 5, 4, 10, 16, 22, 28, 'F', 33, 33, 33, 21, 'B', 9, 'B', 9, 'A', 14, 'E']",275,-36
81,Run Time: 0.0000000000,"[7, 'A', 14, 'B', 21, 'F', 21, 'B', 16, 'I', 'G', 10, 'G', 'I', 16, 'B', 16, 'I', 18, 23, 22, 23, 22, 28, 29, 28, 29, 28, 'J', 29, 35, 28, 'J', 22, 23, 24, 22, 23, 22, 28, 'J', 'J', 'F', 21, 'B', 16, 'B', 9, 'A', 14, 'B', 21, 'C', 21, 'C', 21, 'B', 14, 'B', 9, 'D', 2, 1, 2, 1, 2, 'A', 2, 1, 7, 'A', 2, 'D', 9, 10, 9, 'B', 9, 'A', 7, 'E']",359,-53
124,Run Time: 0.0000000000,"[7, 'E', 19, 'C', 26, 'F', 33, 26, 25, 31, 31, 26, 25, 26, 25, 26, 32, 'F', 28, 29, 35, 'H', 35, 35, 'H', 'H', 23, 'I', 'G', 10, 9, 'A', 2, 'A', 2, 'A', 14, 'C', 19, 'C', 14, 'E', 19, 'C', 21, 'F', 28, 'F', 21, 'C', 14, 'E', 19, 'E', 7, 'A', 14, 'C', 19, 'C', 26, 'F', 21, 'F', 21, 'B', 9, 'B', 14, 'B', 16, 'B', 9, 'B', 14, 'C', 21, 'C', 14, 'B', 14, 'A', 9, 'A', 9, 'B', 14, 'C', 26, 25, 19, 'E', 14, 'A', 14, 'C', 14, 'E', 14, 'C', 19, 'E', 14, 'E', 14, 'E', 14, 'C', 21, 'C', 26, 'C', 14, 'A', 2, 'A', 7, 'E', 7, 1, 2, 'A', 2, 'D']",531,-96
75,Run Time: 0.0000000000,"[7, 'A', 14, 'C', 26, 'F', 21, 'B', 21, 22, 23, 29, 'H', 28, 'J', 29, 28, 29, 35, 35, 28, 'F', 28, 29, 35, 28, 22, 16, 22, 16, 'I', 16, 22, 16, 10, 4, 'D', 4, 10, 'G', 12, 10, 4, 'D', 2, 'D', 9, 'A', 14, 'C', 19, 'C', 21, 22, 16, 'B', 16, 22, 28, 'J', 29, 'H', 35, 35, 23, 22, 23, 24, 22, 16, 'B', 9, 'B', 14, 'E']",335,-55
84,Run Time: 0.0000000000,"[7, 'A', 9, 'A', 2, 1, 7, 1, 2, 'D', 9, 'D', 9, 'B', 16, 10, 16, 'B', 16, 10, 16, 10, 9, 'D', 4, 10, 'G', 10, 16, 22, 23, 'I', 'G', 12, 'I', 18, 'G', 5, 4, 5, 6, 4, 5, 6, 'G', 'I', 16, 'I', 18, 18, 23, 22, 23, 29, 35, 23, 22, 21, 'B', 16, 'B', 21, 'B', 21, 'F', 28, 'F', 28, 29, 28, 29, 28, 22, 21, 'F', 28, 22, 23, 29, 35, 28, 'F', 26, 'C']",371,-72
28,Run Time: 0.0000000000,"[2, 'D', 9, 'B', 21, 'B', 9, 'D', 2, 'D', 9, 'A', 14, 'E', 14, 'A', 7, 'A', 7, 1, 7, 'E', 7, 'E', 14, 'E', 14, 'C']",147,-8
32,Run Time: 0.0000000000,"[2, 'A', 2, 1, 2, 'D', 9, 'A', 14, 'A', 14, 'C', 14, 'A', 7, 'E', 14, 'E', 7, 1, 7, 'E', 7, 'A', 2, 'A', 7, 'A', 7, 'E', 14, 'B']",163,-24
30,Run Time: 0.0000000000,"[7, 'E', 14, 'E', 14, 'C', 26, 'F', 28, 'F', 28, 22, 21, 'B', 14, 'B', 14, 'B', 16, 10, 4, 'D', 4, 10, 16, 10, 4, 'D', 9, 'A']",155,-18
97,Run Time: 0.0000000000,"[2, 'A', 14, 'E', 7, 'A', 7, 1, 2, 'A', 9, 'A', 9, 'A', 7, 1, 7, 'A', 7, 'E', 7, 1, 7, 'E', 19, 'C', 21, 'C', 19, 25, 19, 'E', 14, 'E', 7, 'E', 7, 'A', 14, 'C', 21, 'F', 26, 'C', 19, 'E', 7, 'E', 7, 'E', 19, 25, 19, 'E', 14, 'C', 26, 'F', 33, 21, 'F', 28, 'J', 'F', 21, 'F', 28, 'F', 33, 28, 'F', 33, 33, 21, 'C', 21, 'C', 26, 32, 'F', 33, 21, 'C', 26, 'F', 26, 'C', 21, 'F', 28, 'F', 26, 'F', 28, 22, 21, 'B']",423,-85
58,Run Time: 0.0000000000,"[7, 'A', 9, 'A', 9, 'B', 16, 22, 21, 'F', 26, 'F', 26, 'C', 19, 'E', 14, 'C', 19, 'E', 14, 'B', 16, 'I', 16, 'I', 23, 29, 'H', 23, 22, 28, 22, 23, 24, 'I', 23, 29, 28, 29, 28, 'J', 'J', 22, 21, 'C', 14, 'E', 19, 'E', 7, 1, 7, 1, 7, 1, 2, 'D']",267,-42
158,Run Time: 0.0000000000,"[7, 'A', 14, 'B', 9, 'D', 2, 'D', 9, 'A', 2, 1, 7, 'A', 2, 'A', 9, 'B', 9, 'A', 9, 'D', 4, 10, 9, 10, 16, 'I', 16, 10, 4, 5, 6, 4, 5, 4, 'D', 4, 'D', 4, 5, 6, 'G', 12, 12, 'I', 'G', 5, 6, 'G', 'I', 16, 'I', 23, 24, 'I', 'G', 'I', 'G', 5, 'G', 5, 4, 10, 4, 5, 6, 'G', 'I', 18, 18, 18, 'G', 'I', 16, 10, 'G', 'I', 16, 22, 28, 'F', 33, 28, 'F', 33, 21, 'F', 33, 28, 29, 35, 35, 'H', 'H', 'H', 'H', 28, 22, 23, 'I', 16, 10, 16, 22, 28, 'F', 28, 22, 28, 'F', 21, 'B', 16, 'B', 9, 'A', 7, 'E', 7, 'A', 7, 'A', 9, 'A', 9, 'A', 9, 10, 'G', 5, 4, 5, 'G', 5, 'G', 'I', 'G', 'I', 'G', 'I', 16, 'I', 23, 'I', 18, 23, 24, 24, 'I', 18, 23, 29, 35, 28, 'F', 21, 'C']",667,-134
39,Run Time: 0.0000000000,"[7, 'A', 2, 'D', 9, 'B', 14, 'B', 21, 'C', 26, 'C', 26, 'C', 26, 'F', 21, 'B', 16, 10, 16, 'B', 9, 10, 'G', 5, 6, 'G', 12, 'I', 23, 24, 'I', 23, 22, 21, 'C', 14, 'E']",191,-19
342,Run Time: 0.0009965897,"[2, 'A', 7, 'E', 19, 'C', 14, 'A', 2, 'D', 2, 'A', 7, 'E', 14, 'E', 19, 'E', 7, 'A', 9, 'D', 2, 'A', 14, 'B', 9, 10, 'G', 'I', 18, 23, 'I', 23, 'I', 18, 18, 16, 'I', 'G', 12, 10, 16, 'I', 'G', 10, 16, 'I', 23, 24, 22, 16, 'B', 9, 'A', 7, 'E', 14, 'C', 14, 'A', 7, 'A', 2, 'D', 4, 5, 4, 10, 4, 'D', 9, 'A', 2, 1, 7, 'A', 2, 1, 7, 'A', 2, 'D', 9, 10, 4, 10, 'G', 10, 9, 'D', 9, 10, 9, 'B', 16, 10, 16, 10, 16, 'I', 23, 22, 23, 22, 21, 'B', 9, 'B', 21, 'C', 19, 'E', 19, 'E', 19, 'E', 19, 'E', 7, 1, 7, 1, 7, 'A', 7, 'A', 7, 'A', 9, 'B', 14, 'A', 2, 1, 7, 'E', 19, 25, 26, 'F', 33, 26, 32, 'C', 14, 'C', 19, 25, 26, 32, 32, 'C', 14, 'C', 26, 'C', 14, 'B', 16, 'I', 'G', 12, 12, 'I', 18, 'G', 5, 4, 'D', 9, 'B', 16, 22, 21, 'F', 26, 25, 31, 19, 'C', 21, 'F', 21, 'B', 16, 'B', 14, 'C', 19, 'E', 14, 'A', 14, 'E', 14, 'C', 21, 'B', 16, 'I', 18, 18, 'G', 10, 4, 'D', 4, 10, 'G', 10, 9, 10, 4, 'D', 9, 10, 16, 'B', 21, 'C', 26, 'C', 19, 25, 19, 'E', 7, 'A', 14, 'A', 7, 'E', 7, 'E', 19, 'C', 26, 'C', 19, 'C', 14, 'B', 21, 'C', 14, 'B', 14, 'A', 14, 'C', 21, 'C', 14, 'A', 7, 'A', 14, 'A', 7, 'A', 14, 'E', 7, 'E', 7, 'E', 19, 'E', 14, 'E', 14, 'B', 9, 10, 4, 5, 'G', 5, 4, 10, 'G', 'I', 16, 10, 16, 10, 9, 'D', 4, 5, 4, 5, 4, 'D', 2, 1, 7, 1, 7, 'A', 9, 'B', 9, 'B', 14, 'A', 2, 'D', 9, 'D', 9, 10, 16, 10, 'G', 10, 4, 10, 'G', 5, 4, 'D', 4, 10, 16, 'B', 16, 'I', 'G', 'I', 16, 'B', 21, 'C', 21, 'B', 16, 22, 23, 29, 'H']",1403,-306
108,Run Time: 0.0000000000,"[2, 'D', 9, 'B', 21, 'C', 19, 'C', 21, 'F', 21, 'B', 9, 'B', 21, 22, 23, 24, 'I', 18, 'G', 10, 4, 10, 'G', 5, 6, 4, 'D', 9, 'B', 21, 'F', 26, 32, 'C', 19, 25, 31, 31, 31, 31, 31, 19, 'E', 7, 'E', 19, 'E', 14, 'B', 16, 'I', 16, 22, 21, 22, 16, 22, 16, 'I', 23, 22, 21, 'C', 19, 'E', 19, 25, 19, 'E', 19, 25, 31, 31, 26, 32, 32, 'F', 33, 26, 25, 19, 'E', 19, 25, 26, 32, 'F', 28, 'F', 28, 'F', 33, 28, 'J', 'J', 29, 28, 22, 28, 22, 21, 'C', 14, 'E', 14, 'A']",467,-92
45,Run Time: 0.0000000000,"[7, 'A', 14, 'E', 19, 'E', 7, 'E', 7, 'E', 19, 'C', 26, 32, 'F', 33, 26, 32, 25, 19, 25, 19, 25, 31, 19, 25, 26, 'F', 33, 33, 26, 32, 25, 31, 31, 19, 'C', 19, 'E', 19, 25, 19, 'C', 14, 'B']",215,-33
181,Run Time: 0.0000000000,"[2, 'A', 14, 'A', 14, 'A', 9, 'B', 14, 'B', 16, 'I', 'G', 10, 16, 22, 28, 'F', 21, 'F', 28, 29, 'H', 35, 28, 'F', 26, 'F', 28, 22, 23, 24, 24, 24, 29, 'H', 'H', 'H', 'H', 28, 'J', 'J', 29, 'H', 35, 23, 24, 24, 24, 'I', 16, 10, 16, 'B', 14, 'C', 21, 'B', 16, 'I', 23, 'I', 18, 16, 'B', 16, 'B', 9, 'B', 16, 22, 28, 29, 23, 24, 22, 16, 10, 9, 'B', 21, 22, 23, 22, 21, 'C', 21, 'F', 26, 'F', 33, 21, 22, 28, 'F', 21, 22, 21, 'B', 9, 'D', 9, 10, 'G', 5, 6, 4, 'D', 9, 10, 16, 'I', 18, 'G', 'I', 18, 18, 23, 22, 16, 10, 16, 'I', 18, 18, 23, 24, 24, 24, 24, 29, 23, 'I', 'G', 5, 6, 4, 'D', 4, 10, 'G', 10, 9, 'B', 21, 'B', 9, 'B', 21, 'C', 14, 'C', 26, 32, 32, 25, 31, 26, 25, 26, 32, 'F', 33, 28, 22, 21, 'C', 14, 'A', 2, 'A', 7, 'A', 14, 'C', 21, 'C', 14, 'C', 14, 'E']",759,-145
119,Run Time: 0.0000000000,"[2, 'A', 14, 'E', 7, 'A', 7, 'E', 14, 'C', 21, 'F', 33, 33, 26, 25, 26, 'F', 26, 32, 'F', 26, 25, 31, 26, 'C', 19, 25, 26, 'F', 33, 26, 'C', 21, 'B', 14, 'A', 9, 'A', 14, 'E', 14, 'E', 14, 'A', 14, 'B', 21, 'C', 19, 25, 26, 25, 26, 25, 31, 19, 25, 19, 25, 19, 'C', 21, 'B', 14, 'A', 9, 'A', 9, 'B', 9, 'A', 9, 'B', 9, 'A', 7, 'E', 14, 'C', 19, 25, 26, 'F', 28, 'F', 33, 28, 29, 35, 'H', 35, 35, 23, 'I', 16, 'B', 21, 'C', 14, 'C', 21, 22, 21, 'F', 26, 'F', 26, 'F', 33, 21, 22, 23, 24, 'I', 16, 10, 4, 'D']",511,-99
39,Run Time: 0.0000000000,"[7, 'E', 14, 'A', 9, 'A', 7, 1, 7, 'E', 19, 'E', 19, 'C', 19, 25, 31, 19, 'C', 21, 'C', 19, 'C', 14, 'E', 14, 'B', 9, 'B', 9, 'A', 14, 'E', 7, 1, 7, 'A', 2, 'D']",191,-19
74,Run Time: 0.0000000000,"[2, 'A', 7, 'A', 9, 'A', 7, 'E', 7, 'A', 7, 1, 7, 'A', 14, 'A', 14, 'E', 7, 1, 7, 'A', 2, 1, 2, 1, 7, 'A', 14, 'E', 14, 'C', 19, 'E', 14, 'A', 2, 'A', 9, 'D', 9, 'D', 4, 5, 4, 5, 'G', 'I', 'G', 12, 12, 12, 5, 4, 5, 4, 5, 6, 6, 4, 10, 'G', 10, 'G', 12, 10, 4, 10, 9, 'A', 2, 'A', 9, 'B']",331,-66
77,Run Time: 0.0000000000,"[7, 'E', 7, 'A', 9, 'A', 14, 'B', 9, 'A', 2, 'A', 14, 'A', 14, 'C', 21, 'B', 9, 'A', 9, 'B', 14, 'C', 14, 'C', 26, 'F', 21, 'C', 21, 'C', 26, 'C', 26, 'C', 14, 'E', 7, 1, 7, 'A', 9, 'B', 14, 'A', 9, 'B', 21, 'C', 26, 'C', 19, 'E', 19, 25, 31, 31, 19, 25, 31, 31, 31, 19, 25, 31, 31, 26, 32, 32, 'F', 21, 'B', 14, 'A', 2, 'D']",343,-53
44,Run Time: 0.0000000000,"[7, 'A', 7, 'A', 14, 'B', 21, 'C', 26, 'F', 28, 22, 28, 22, 16, 10, 'G', 10, 16, 10, 16, 'I', 16, 22, 21, 'C', 19, 'E', 14, 'B', 21, 22, 16, 10, 9, 'A', 14, 'E', 7, 'E', 14, 'A', 9, 'D']",211,-16
225,Run Time: 0.0000000000,"[7, 'E', 19, 'E', 19, 'C', 21, 'B', 21, 'B', 21, 'B', 16, 'B', 14, 'C', 26, 'F', 21, 'B', 16, 'B', 14, 'B', 16, 'I', 'G', 'I', 16, 'B', 9, 'A', 7, 'E', 7, 'A', 7, 'E', 19, 25, 31, 19, 25, 31, 31, 19, 'C', 14, 'B', 9, 'B', 9, 'B', 9, 'A', 9, 'B', 14, 'A', 9, 'A', 2, 'A', 2, 'D', 2, 1, 7, 'A', 2, 'D', 2, 'D', 4, 'D', 2, 1, 7, 'E', 19, 'E', 19, 'E', 14, 'C', 21, 22, 21, 'C', 14, 'A', 14, 'B', 16, 'B', 14, 'E', 14, 'E', 14, 'E', 7, 1, 7, 'A', 14, 'B', 14, 'E', 19, 'C', 26, 25, 26, 25, 26, 32, 25, 19, 'E', 19, 'E', 19, 'E', 19, 'E', 14, 'B', 16, 'B', 9, 'D', 9, 10, 'G', 10, 'G', 12, 'I', 16, 'B', 16, 'B', 14, 'A', 7, 'A', 14, 'A', 2, 'D', 4, 'D', 2, 'D', 2, 'A', 9, 'B', 16, 10, 9, 'A', 2, 'D', 9, 'B', 9, 'A', 2, 'A', 9, 10, 9, 'A', 2, 'D', 4, 'D', 9, 'D', 2, 1, 2, 1, 2, 'D', 4, 5, 4, 5, 4, 5, 6, 4, 10, 'G', 10, 16, 'B', 21, 'C', 21, 'C', 19, 'C', 14, 'C', 26, 'F', 28, 'J', 22, 28, 22, 16, 22, 16, 'I', 23, 22, 28, 'J', 29, 'H']",935,-189
28,Run Time: 0.0000000000,"[7, 'A', 7, 'E', 19, 'E', 14, 'A', 9, 'B', 9, 'A', 14, 'A', 7, 1, 7, 'A', 2, 'A', 2, 'D', 9, 'B', 9, 'B', 21, 'C']",147,-12
181,Run Time: 0.0000000000,"[2, 'A', 9, 'B', 16, 'B', 9, 'D', 2, 'A', 2, 'D', 2, 'D', 4, 'D', 2, 1, 2, 'A', 2, 'D', 2, 1, 7, 'A', 9, 'A', 14, 'B', 14, 'B', 16, 'I', 18, 'G', 'I', 18, 16, 'I', 18, 23, 22, 16, 'I', 16, 22, 23, 24, 'I', 18, 'G', 12, 12, 12, 'I', 18, 23, 22, 16, 22, 23, 29, 35, 28, 29, 'H', 'H', 28, 29, 23, 29, 'H', 23, 29, 23, 'I', 'G', 5, 4, 'D', 4, 5, 'G', 10, 16, 'I', 16, 'I', 23, 22, 16, 22, 28, 22, 16, 'I', 23, 24, 22, 21, 'F', 26, 'F', 26, 'F', 33, 28, 29, 23, 'I', 23, 29, 35, 35, 35, 35, 35, 35, 23, 22, 28, 29, 'H', 23, 22, 23, 'I', 18, 23, 24, 'I', 16, 10, 'G', 'I', 16, 'B', 21, 'B', 21, 'B', 9, 'B', 9, 10, 9, 'D', 2, 'D', 2, 'D', 9, 'A', 2, 1, 2, 'A', 9, 'D', 4, 10, 16, 10, 9, 'B', 16, 'I', 23, 24, 22, 21, 'C', 19, 'C', 26, 'C', 26, 'C', 19, 'E']",759,-161
24,Run Time: 0.0000000000,"[7, 'A', 9, 'A', 9, 'A', 2, 'A', 9, 'D', 4, 10, 'G', 10, 9, 'B', 21, 'F', 21, 'F', 26, 'C', 14, 'E']",131,4
21,Run Time: 0.0000000000,"[2, 'D', 4, 5, 4, 10, 16, 'B', 16, 10, 'G', 12, 10, 9, 'B', 14, 'E', 19, 'C', 14, 'A']",119,-9
95,Run Time: 0.0000000000,"[7, 'E', 14, 'E', 19, 'C', 14, 'E', 7, 'E', 19, 25, 26, 'C', 19, 'E', 7, 'A', 2, 'D', 4, 'D', 2, 'A', 7, 'A', 14, 'C', 21, 'C', 26, 'C', 19, 'C', 26, 'C', 19, 'C', 14, 'C', 19, 'E', 19, 'E', 7, 1, 7, 'E', 14, 'A', 2, 'A', 2, 'A', 14, 'B', 14, 'B', 21, 'C', 26, 'F', 26, 'F', 26, 32, 'F', 33, 21, 'F', 26, 32, 'F', 33, 28, 22, 21, 22, 16, 'I', 'G', 10, 4, 10, 4, 10, 'G', 12, 12, 'I', 23, 24, 24, 29, 'H']",415,-59
8,Run Time: 0.0000000000,"[7, 'A', 2, 'D', 4, 10, 16, 'B']",67,0
77,Run Time: 0.0000000000,"[2, 'A', 7, 'E', 7, 1, 2, 'A', 9, 'A', 14, 'C', 21, 'F', 21, 'C', 21, 'F', 33, 33, 21, 'C', 21, 'C', 21, 'F', 21, 'C', 21, 'F', 26, 'F', 28, 29, 28, 'F', 26, 32, 25, 19, 'C', 14, 'C', 26, 32, 25, 19, 25, 31, 26, 'C', 21, 'F', 33, 28, 22, 21, 'B', 16, 'I', 'G', 'I', 18, 16, 'I', 16, 'I', 16, 'I', 'G', 10, 16, 10, 'G', 10, 4, 'D']",343,-49
68,Run Time: 0.0000000000,"[7, 'E', 14, 'E', 19, 'E', 7, 'A', 2, 'D', 2, 1, 7, 'E', 14, 'E', 19, 'C', 26, 'F', 28, 'F', 28, 'F', 21, 'C', 19, 25, 26, 32, 25, 26, 25, 19, 'C', 21, 'B', 16, 'B', 14, 'C', 14, 'C', 19, 'C', 19, 'C', 26, 'C', 21, 'C', 14, 'B', 16, 'I', 'G', 'I', 23, 'I', 18, 23, 24, 22, 28, 22, 28, 29, 'H']",307,-36
2,Run Time: 0.0000000000,"[2, 'A']",43,2
16,Run Time: 0.0000000000,"[7, 'A', 7, 1, 7, 'A', 14, 'E', 14, 'A', 2, 'D', 4, 10, 9, 'B']",99,-8
39,Run Time: 0.0000000000,"[2, 'A', 7, 'A', 2, 'A', 14, 'E', 19, 'C', 19, 25, 31, 19, 'E', 7, 'A', 7, 'A', 14, 'B', 16, 'B', 21, 'B', 14, 'A', 14, 'E', 14, 'B', 16, 22, 16, 10, 'G', 10, 4, 'D']",191,-23
80,Run Time: 0.0009968281,"[2, 'A', 9, 'B', 16, 'I', 16, 'B', 14, 'A', 2, 'D', 9, 'D', 4, 5, 6, 4, 'D', 9, 'A', 2, 'A', 14, 'A', 9, 10, 'G', 5, 4, 10, 9, 'D', 2, 'A', 7, 'A', 9, 'B', 16, 22, 23, 'I', 18, 23, 22, 28, 'J', 29, 23, 22, 16, 10, 4, 10, 16, 'B', 16, 'I', 18, 18, 18, 'G', 10, 4, 'D', 2, 'A', 7, 1, 2, 'A', 2, 'A', 7, 1, 7, 'E', 14, 'C']",355,-64
4,Run Time: 0.0000000000,"[2, 'D', 2, 'A']",51,0
55,Run Time: 0.0000000000,"[7, 'A', 7, 'A', 14, 'A', 14, 'C', 14, 'C', 19, 'E', 19, 'E', 19, 25, 19, 'E', 14, 'B', 16, 'B', 14, 'C', 19, 'C', 26, 'C', 14, 'E', 7, 'E', 19, 25, 26, 'F', 21, 22, 28, 'F', 33, 33, 26, 'F', 33, 28, 29, 'H', 23, 'I', 'G', 5, 6, 4, 'D']",255,-23
69,Run Time: 0.0000000000,"[7, 'E', 14, 'E', 14, 'C', 19, 25, 19, 25, 31, 31, 31, 31, 19, 'C', 26, 'C', 26, 'C', 19, 'E', 7, 'E', 7, 'A', 14, 'A', 9, 'A', 14, 'C', 26, 'C', 21, 'F', 33, 28, 29, 'H', 35, 35, 23, 'I', 16, 'I', 'G', 10, 16, 'I', 18, 18, 18, 23, 22, 21, 'C', 21, 'C', 19, 'E', 7, 1, 2, 'D', 4, 'D', 9, 'B']",311,-45
247,Run Time: 0.0009963512,"[7, 'E', 14, 'B', 21, 'F', 26, 'F', 26, 'F', 28, 'F', 33, 33, 33, 21, 'B', 9, 'B', 21, 'B', 9, 'D', 2, 'A', 2, 'D', 9, 10, 'G', 'I', 18, 16, 10, 9, 'D', 2, 'A', 7, 'E', 7, 1, 7, 1, 2, 1, 2, 'D', 2, 1, 2, 'A', 2, 1, 7, 'A', 14, 'E', 7, 'A', 14, 'C', 19, 25, 19, 'C', 21, 'B', 14, 'E', 7, 'E', 14, 'B', 21, 'B', 21, 'C', 21, 'F', 26, 25, 26, 32, 'C', 21, 'B', 14, 'E', 19, 'C', 14, 'E', 7, 1, 2, 1, 7, 1, 2, 'A', 14, 'C', 14, 'E', 14, 'B', 9, 'D', 2, 'A', 14, 'C', 19, 25, 26, 25, 19, 25, 26, 25, 19, 'E', 14, 'A', 14, 'E', 7, 'E', 14, 'C', 19, 25, 26, 25, 19, 'E', 19, 'E', 7, 1, 2, 'D', 2, 'A', 9, 10, 9, 'A', 9, 10, 4, 10, 'G', 5, 6, 6, 6, 6, 'G', 10, 16, 10, 16, 10, 9, 'B', 21, 'F', 26, 25, 19, 25, 31, 31, 26, 25, 31, 19, 'E', 7, 'E', 19, 'E', 7, 'E', 19, 'E', 19, 25, 26, 25, 19, 'C', 19, 25, 19, 25, 19, 'C', 21, 'B', 14, 'B', 14, 'E', 14, 'E', 7, 1, 2, 'A', 2, 1, 2, 'D', 9, 'A', 9, 'B', 14, 'A', 2, 'A', 7, 1, 7, 1, 2, 'D', 9, 'B', 9, 'D', 9, 'A', 14, 'C', 26, 'F', 28, 22, 28, 'J', 'J', 29, 'H']",1023,-211
90,Run Time: 0.0000000000,"[2, 'D', 4, 'D', 2, 'A', 2, 'A', 14, 'A', 2, 'D', 9, 'A', 2, 'D', 9, 'D', 2, 'A', 9, 'A', 2, 'D', 2, 'A', 2, 1, 7, 'E', 14, 'E', 7, 'E', 14, 'E', 7, 'E', 14, 'A', 2, 'A', 9, 'B', 14, 'B', 9, 'A', 9, 'D', 2, 'D', 2, 1, 2, 'A', 9, 10, 9, 'B', 9, 'A', 7, 1, 7, 1, 7, 'A', 9, 'D', 9, 'A', 14, 'A', 14, 'C', 14, 'C', 26, 'C', 14, 'C', 26, 'C', 14, 'C', 14, 'C', 26, 'F']",395,-66
41,Run Time: 0.0000000000,"[7, 'E', 14, 'B', 9, 'D', 2, 'A', 2, 'A', 7, 'E', 19, 'C', 21, 'C', 19, 'E', 7, 'E', 19, 'E', 7, 'E', 14, 'E', 14, 'E', 19, 'C', 21, 'C', 26, 'F', 28, 22, 16, 'B', 9, 10, 'G']",199,-13
26,Run Time: 0.0000000000,"[2, 'D', 2, 'A', 9, 'A', 14, 'C', 21, 'C', 19, 'C', 26, 25, 19, 'E', 19, 'C', 14, 'A', 2, 1, 2, 'A', 14, 'B']",139,-10
187,Run Time: 0.0000000000,"[2, 'A', 9, 'D', 9, 'B', 16, 'B', 9, 'B', 9, 10, 'G', 'I', 16, 22, 16, 10, 9, 10, 4, 10, 'G', 5, 6, 'G', 5, 6, 'G', 12, 10, 'G', 12, 'I', 23, 'I', 'G', 'I', 'G', 'I', 18, 'G', 12, 12, 'I', 18, 16, 'B', 14, 'E', 7, 'A', 2, 'D', 2, 'D', 4, 5, 'G', 'I', 16, 'I', 16, 'B', 9, 'D', 4, 5, 'G', 10, 9, 'A', 9, 'A', 2, 'D', 4, 5, 6, 6, 'G', 10, 4, 10, 9, 10, 4, 'D', 2, 1, 7, 'E', 19, 'C', 19, 'E', 19, 'E', 14, 'C', 14, 'E', 14, 'A', 9, 'A', 7, 'E', 19, 25, 31, 31, 31, 19, 'E', 14, 'E', 14, 'C', 19, 'E', 7, 1, 2, 1, 7, 1, 2, 'D', 4, 'D', 2, 'D', 4, 5, 6, 'G', 'I', 18, 'G', 5, 4, 'D', 9, 'D', 2, 1, 7, 'A', 7, 'E', 19, 'C', 14, 'A', 7, 'E', 7, 1, 7, 1, 7, 1, 7, 'A', 9, 'B', 16, 10, 'G', 5, 6, 'G', 10, 'G', 12, 'I', 18, 23, 'I', 23, 29, 'H', 28, 'J', 'J', 'F']",783,-151
43,Run Time: 0.0000000000,"[7, 'A', 9, 'D', 9, 'A', 7, 'A', 14, 'E', 7, 'A', 9, 'D', 2, 'D', 9, 'D', 4, 5, 4, 5, 6, 4, 5, 4, 'D', 9, 'D', 4, 'D', 2, 'A', 2, 'A', 9, 'A', 14, 'C', 19, 'E', 14, 'B']",207,-27
38,Run Time: 0.0000000000,"[7, 'A', 14, 'E', 14, 'A', 9, 'D', 4, 10, 'G', 'I', 18, 23, 24, 22, 23, 'I', 'G', 10, 16, 'I', 23, 22, 21, 'F', 21, 'B', 14, 'B', 9, 10, 9, 10, 16, 'B', 14, 'C']",187,-10
