List Size,Run Time,Nodes Visited,Brute Force Score,Our Score
70,Run Time: 0.0009965897,"[2, 'D', 2, 'D', 4, 'D', 4, 5, 'G', 12, 5, 'G', 10, 16, 'I', 16, 'I', 16, 'I', 23, 29, 28, 29, 'H', 23, 'I', 'G', 5, 4, 'D', 2, 'A', 2, 'A', 7, 'E', 7, 'E', 7, 1, 2, 1, 2, 'D', 9, 'D', 9, 'D', 4, 5, 4, 10, 9, 'A', 2, 'A', 7, 'E', 14, 'A', 7, 1, 2, 'A', 14, 'C', 21, 'C', 14, 'B']",315,-58
140,Run Time: 0.0000000000,"[7, 'E', 14, 'E', 7, 'A', 2, 'A', 7, 'E', 7, 1, 7, 'A', 9, 'D', 4, 5, 'G', 5, 'G', 10, 9, 'A', 7, 1, 7, 1, 7, 'E', 7, 'E', 19, 'C', 19, 25, 26, 'F', 26, 'F', 33, 33, 21, 'C', 19, 'C', 19, 25, 26, 'F', 26, 25, 19, 'C', 26, 32, 32, 25, 31, 31, 19, 'E', 7, 1, 7, 'E', 19, 25, 31, 31, 19, 25, 26, 25, 31, 31, 31, 26, 'C', 26, 'F', 26, 'F', 21, 'F', 21, 'F', 33, 28, 29, 'H', 35, 'H', 23, 29, 'H', 35, 35, 35, 28, 29, 28, 'J', 29, 23, 22, 21, 'F', 33, 28, 22, 28, 'J', 'F', 26, 25, 26, 32, 'F', 33, 28, 'J', 'J', 22, 28, 29, 28, 'F', 21, 'C', 19, 'E', 7, 'E', 19, 25, 26, 'C', 14, 'B']",595,-108
67,Run Time: 0.0009968281,"[7, 'A', 14, 'A', 14, 'C', 14, 'B', 14, 'E', 7, 'E', 7, 1, 2, 'A', 14, 'C', 26, 'C', 19, 25, 31, 31, 19, 'C', 26, 'C', 14, 'B', 9, 'A', 2, 'A', 14, 'B', 16, 'B', 16, 'B', 14, 'E', 14, 'E', 7, 'A', 2, 'A', 14, 'B', 9, 'D', 4, 'D', 4, 5, 'G', 'I', 18, 23, 29, 'H', 23, 22, 28, 'J', 'F']",303,-31
67,Run Time: 0.0000000000,"[7, 'E', 7, 'E', 7, 'A', 2, 'D', 4, 10, 'G', 10, 9, 'D', 2, 'A', 2, 'A', 7, 'A', 2, 'A', 7, 'A', 9, 'B', 9, 'D', 9, 'D', 4, 'D', 4, 'D', 9, 'D', 4, 'D', 4, 10, 9, 'D', 4, 5, 'G', 'I', 16, 'I', 16, 22, 28, 'J', 29, 'H', 35, 23, 22, 16, 'B', 21, 'B', 14, 'E', 14, 'A', 14, 'C']",303,-51
50,Run Time: 0.0000000000,"[7, 'E', 14, 'C', 19, 25, 26, 32, 'C', 14, 'B', 9, 'D', 4, 10, 9, 'B', 16, 'B', 16, 'I', 18, 18, 18, 23, 22, 23, 29, 'H', 23, 22, 23, 22, 21, 'C', 19, 'C', 14, 'B', 21, 22, 28, 'J', 22, 16, 'I', 16, 10, 9, 'A']",235,-34
2,Run Time: 0.0000000000,"[2, 'A']",43,2
89,Run Time: 0.0009965897,"[2, 'A', 2, 'A', 7, 'E', 7, 1, 7, 'A', 7, 1, 7, 1, 7, 'E', 7, 1, 2, 'D', 9, 'D', 2, 'A', 14, 'B', 16, 'B', 9, 'B', 16, 10, 4, 'D', 9, 'B', 16, 22, 16, 10, 9, 10, 4, 5, 'G', 5, 'G', 5, 'G', 'I', 18, 18, 16, 10, 4, 5, 6, 'G', 12, 10, 4, 10, 9, 10, 4, 'D', 4, 10, 9, 'D', 4, 5, 4, 'D', 4, 'D', 2, 'A', 9, 'A', 14, 'B', 16, 22, 28, 'J', 'F', 21, 'C']",391,-69
93,Run Time: 0.0000000000,"[7, 'A', 14, 'E', 7, 1, 7, 'E', 7, 'E', 14, 'C', 19, 25, 26, 'C', 21, 'C', 14, 'C', 19, 'C', 21, 'B', 9, 'B', 16, 22, 28, 'F', 33, 21, 22, 21, 22, 16, 10, 'G', 10, 9, 'B', 21, 'C', 21, 'F', 26, 25, 31, 26, 'C', 21, 'C', 21, 'F', 26, 32, 25, 19, 'E', 7, 1, 7, 'A', 14, 'B', 16, 22, 28, 'J', 'F', 28, 'F', 26, 'F', 21, 'F', 26, 25, 31, 26, 'F', 26, 25, 26, 25, 19, 'E', 7, 1, 7, 1, 2, 'D']",407,-65
32,Run Time: 0.0000000000,"[2, 'D', 9, 'A', 14, 'C', 14, 'A', 2, 1, 2, 1, 2, 'D', 9, 'D', 4, 5, 'G', 12, 12, 10, 9, 'A', 9, 'D', 2, 'D', 4, 10, 9, 'B']",163,-20
140,Run Time: 0.0000000000,"[7, 'E', 14, 'C', 19, 25, 26, 'C', 26, 'F', 28, 'F', 28, 'J', 22, 23, 22, 16, 'B', 9, 'A', 7, 'E', 7, 'E', 19, 'C', 19, 'E', 19, 'E', 19, 'E', 14, 'B', 16, 'I', 23, 'I', 18, 23, 24, 24, 24, 24, 'I', 16, 'I', 23, 29, 'H', 35, 23, 29, 28, 'F', 26, 'F', 28, 'J', 29, 23, 29, 'H', 23, 29, 23, 29, 23, 29, 28, 'F', 21, 22, 21, 'F', 28, 'F', 28, 22, 21, 'B', 21, 22, 28, 22, 21, 'F', 28, 'F', 28, 'J', 22, 16, 'B', 21, 22, 21, 22, 28, 'F', 21, 'F', 33, 21, 'B', 21, 22, 16, 10, 'G', 'I', 18, 16, 10, 16, 'I', 23, 'I', 16, 'B', 21, 'F', 26, 'F', 26, 32, 'C', 14, 'C', 26, 'F', 21, 'C', 21, 'B', 9, 'A', 9, 'D']",595,-124
108,Run Time: 0.0000000000,"[2, 'D', 2, 'A', 7, 'A', 14, 'A', 7, 'E', 7, 1, 7, 'E', 7, 1, 2, 1, 2, 'A', 14, 'A', 9, 'A', 14, 'B', 16, 22, 28, 'F', 33, 28, 22, 16, 'I', 'G', 10, 4, 10, 4, 'D', 2, 'D', 2, 1, 7, 1, 2, 'D', 2, 1, 7, 'E', 7, 'A', 2, 'A', 14, 'B', 16, 10, 16, 'I', 23, 29, 'H', 28, 'F', 28, 'J', 'J', 'J', 22, 28, 29, 28, 'J', 22, 28, 'J', 'J', 'J', 'J', 29, 'H', 35, 'H', 'H', 35, 'H', 'H', 23, 24, 22, 16, 10, 'G', 5, 4, 5, 4, 'D', 2, 'A', 14, 'A', 14, 'C']",467,-76
25,Run Time: 0.0000000000,"[7, 'E', 14, 'B', 9, 'B', 16, 'I', 'G', 'I', 23, 24, 29, 28, 'F', 21, 'C', 21, 'C', 14, 'A', 7, 1, 2, 'D']",135,3
102,Run Time: 0.0000000000,"[7, 'A', 9, 'A', 9, 'A', 7, 'E', 7, 1, 7, 'E', 19, 'E', 14, 'A', 14, 'B', 14, 'B', 21, 'B', 9, 'A', 9, 'B', 9, 'A', 7, 1, 7, 'A', 14, 'C', 21, 'B', 16, 10, 'G', 5, 'G', 10, 'G', 'I', 'G', 10, 9, 'A', 9, 'B', 21, 'B', 16, 'B', 21, 'B', 14, 'B', 16, 'B', 9, 'A', 9, 'B', 21, 'C', 26, 'F', 21, 'B', 21, 'F', 33, 26, 'C', 19, 25, 26, 'C', 21, 'F', 28, 22, 23, 22, 16, 22, 23, 24, 22, 23, 'I', 18, 'G', 12, 10, 9, 'B', 9, 'B', 9, 'D']",443,-74
42,Run Time: 0.0009984970,"[2, 'A', 9, 'D', 9, 'D', 2, 1, 7, 'A', 9, 'D', 2, 'A', 9, 'B', 16, 'I', 'G', 12, 'I', 16, 'I', 18, 'G', 12, 12, 12, 'I', 23, 29, 35, 35, 28, 'J', 'F', 21, 'C', 14, 'A', 7, 'E']",203,-18
33,Run Time: 0.0000000000,"[7, 'E', 14, 'B', 16, 10, 'G', 5, 6, 'G', 5, 'G', 10, 'G', 'I', 23, 29, 'H', 23, 24, 22, 16, 22, 21, 'F', 26, 'C', 19, 'C', 14, 'A', 2, 'D']",167,-13
72,Run Time: 0.0009965897,"[2, 'A', 9, 'D', 2, 'D', 4, 10, 'G', 5, 'G', 5, 4, 'D', 4, 5, 6, 'G', 12, 'I', 'G', 'I', 23, 29, 'H', 23, 24, 'I', 23, 29, 'H', 35, 23, 29, 'H', 'H', 23, 24, 29, 28, 'J', 'F', 33, 28, 'F', 21, 'C', 14, 'C', 21, 'F', 26, 'F', 21, 'F', 33, 21, 'C', 19, 'C', 19, 'E', 7, 1, 2, 'D', 2, 'D', 4, 'D', 9, 'B']",323,-44
24,Run Time: 0.0000000000,"[2, 'A', 9, 'B', 9, 'A', 7, 'E', 19, 'E', 14, 'A', 2, 'D', 9, 'A', 2, 'D', 9, 'A', 7, 'E', 14, 'C']",131,-8
78,Run Time: 0.0000000000,"[7, 'E', 14, 'B', 9, 'A', 9, 'B', 16, 'B', 14, 'C', 21, 22, 28, 29, 28, 'F', 26, 25, 26, 'F', 26, 32, 32, 25, 31, 26, 32, 32, 25, 19, 25, 19, 'E', 7, 'E', 14, 'B', 14, 'C', 19, 'C', 21, 'F', 33, 26, 32, 'F', 33, 28, 'F', 33, 28, 'J', 'J', 'F', 26, 'C', 21, 22, 23, 22, 21, 22, 16, 22, 23, 22, 23, 'I', 'G', 12, 'I', 16, 10, 9, 'D']",347,-58
122,Run Time: 0.0000000000,"[2, 'D', 9, 'B', 14, 'E', 14, 'B', 9, 'A', 2, 'A', 2, 1, 7, 'A', 2, 'D', 9, 10, 9, 'D', 2, 1, 7, 1, 7, 'E', 14, 'E', 7, 1, 7, 1, 2, 'A', 9, 10, 'G', 5, 'G', 12, 12, 10, 9, 'B', 14, 'A', 7, 1, 7, 1, 7, 'A', 2, 'D', 2, 'A', 7, 'A', 7, 'E', 19, 'E', 7, 1, 7, 'A', 9, 'D', 9, 10, 9, 'A', 9, 'A', 2, 'D', 2, 1, 7, 1, 7, 1, 2, 'D', 2, 1, 7, 'A', 2, 'A', 7, 1, 2, 'A', 9, 'D', 9, 'D', 9, 'D', 4, 10, 16, 'I', 16, 'B', 9, 'D', 2, 'D', 9, 10, 'G', 'I', 23, 29, 23, 22, 21, 'C']",523,-110
36,Run Time: 0.0000000000,"[7, 'A', 14, 'E', 19, 'C', 19, 'E', 19, 'C', 21, 'C', 19, 'E', 7, 'A', 7, 'A', 2, 1, 7, 1, 7, 'A', 2, 1, 7, 'A', 14, 'A', 14, 'C', 19, 'C', 21, 'B']",179,-24
30,Run Time: 0.0000000000,"[2, 'D', 9, 'A', 9, 'D', 4, 5, 4, 5, 6, 'G', 'I', 16, 'B', 21, 'B', 16, 'I', 23, 24, 29, 28, 'J', 'F', 21, 'F', 33, 21, 'C']",155,-18
102,Run Time: 0.0000000000,"[7, 'E', 7, 'E', 14, 'C', 14, 'B', 14, 'C', 19, 'E', 7, 'A', 9, 'D', 2, 1, 7, 'E', 19, 25, 31, 19, 'C', 26, 'F', 33, 33, 26, 'F', 21, 'B', 9, 'D', 9, 'B', 14, 'E', 14, 'A', 2, 1, 2, 'D', 9, 'B', 14, 'B', 9, 'D', 2, 'D', 4, 'D', 2, 'A', 14, 'B', 16, 10, 'G', 5, 6, 4, 'D', 4, 10, 'G', 'I', 'G', 12, 10, 9, 'D', 9, 'B', 9, 'A', 14, 'E', 7, 'E', 14, 'A', 9, 'B', 21, 'F', 28, 'F', 21, 'C', 26, 'F', 21, 22, 28, 22, 28, 29, 'H']",443,-70
44,Run Time: 0.0000000000,"[7, 'A', 14, 'E', 19, 'C', 21, 'F', 26, 25, 19, 25, 19, 'C', 21, 'F', 33, 33, 33, 26, 32, 32, 32, 'F', 21, 'C', 26, 'C', 14, 'C', 14, 'E', 14, 'A', 9, 'D', 2, 1, 2, 1, 7, 'A', 9, 'B']",211,-28
101,Run Time: 0.0000000000,"[2, 'D', 4, 10, 16, 'B', 16, 22, 21, 'B', 21, 'C', 21, 'C', 19, 'C', 21, 'B', 9, 'A', 14, 'A', 9, 'B', 9, 'A', 14, 'B', 16, 10, 'G', 10, 16, 22, 23, 29, 28, 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'F', 33, 26, 25, 26, 'F', 26, 'F', 28, 'F', 28, 'J', 'J', 'J', 22, 23, 29, 23, 24, 29, 'H', 23, 24, 'I', 18, 'G', 'I', 'G', 5, 6, 6, 6, 4, 5, 'G', 5, 'G', 12, 'I', 'G', 12, 'I', 18, 16, 'I', 'G', 10, 'G', 5, 4, 'D', 2, 1, 7, 'E']",439,-77
41,Run Time: 0.0000000000,"[7, 'A', 7, 'E', 14, 'C', 26, 'F', 21, 'B', 16, 'B', 9, 'B', 21, 22, 16, 'B', 9, 'D', 9, 'B', 14, 'E', 19, 'E', 7, 1, 7, 'A', 9, 'A', 2, 'D', 9, 10, 'G', 'I', 23, 29, 'H']",199,-5
101,Run Time: 0.0009961128,"[2, 'D', 4, 'D', 2, 'A', 9, 'D', 9, 'B', 16, 'I', 'G', 'I', 23, 22, 23, 29, 'H', 23, 'I', 18, 'G', 12, 12, 10, 4, 'D', 4, 'D', 2, 'D', 4, 5, 'G', 12, 'I', 23, 29, 35, 'H', 35, 'H', 'H', 23, 29, 'H', 23, 24, 22, 21, 'F', 28, 'J', 'J', 'J', 22, 28, 22, 23, 29, 23, 29, 'H', 23, 24, 22, 23, 24, 29, 28, 22, 21, 'B', 16, 'I', 16, 'I', 'G', 5, 4, 5, 'G', 5, 'G', 5, 'G', 5, 6, 'G', 10, 16, 'B', 14, 'B', 21, 'F', 26, 'C', 19, 'E']",439,-65
23,Run Time: 0.0009975433,"[2, 'D', 2, 'A', 7, 'A', 7, 'E', 7, 'E', 19, 'E', 14, 'B', 21, 'F', 21, 'F', 21, 'F', 33, 26, 'C']",127,-3
40,Run Time: 0.0000000000,"[2, 'D', 4, 5, 4, 'D', 4, 'D', 2, 'A', 7, 'A', 9, 'A', 14, 'E', 7, 'E', 19, 'E', 7, 'E', 7, 1, 2, 1, 7, 'E', 14, 'E', 7, 'A', 9, 'A', 14, 'E', 19, 'C', 14, 'B']",195,-20
124,Run Time: 0.0000000000,"[2, 'A', 14, 'A', 2, 'A', 14, 'C', 21, 'F', 33, 33, 33, 26, 'F', 28, 22, 21, 'F', 26, 25, 31, 26, 'C', 19, 'C', 19, 'C', 14, 'C', 26, 25, 19, 'E', 7, 'A', 14, 'B', 16, 10, 'G', 12, 10, 'G', 12, 12, 5, 6, 4, 'D', 2, 1, 2, 'A', 14, 'A', 14, 'A', 2, 'D', 4, 'D', 4, 5, 'G', 10, 9, 'B', 21, 'C', 26, 32, 32, 'C', 26, 'C', 26, 'F', 33, 21, 22, 16, 'I', 18, 'G', 12, 10, 9, 'A', 9, 'A', 7, 'A', 9, 10, 'G', 10, 'G', 12, 10, 16, 'I', 'G', 12, 5, 4, 'D', 2, 'D', 4, 10, 4, 'D', 9, 'B', 16, 22, 23, 'I', 23, 'I', 23, 29, 'H']",531,-92
21,Run Time: 0.0000000000,"[2, 'A', 7, 'A', 9, 'D', 4, 10, 'G', 5, 4, 5, 'G', 12, 10, 16, 'B', 21, 'B', 14, 'C']",119,-5
136,Run Time: 0.0009970665,"[7, 'A', 14, 'C', 19, 'E', 19, 'C', 21, 'C', 14, 'C', 19, 'C', 19, 'E', 14, 'E', 14, 'C', 26, 'F', 28, 'F', 26, 'C', 26, 'C', 26, 'C', 21, 'C', 14, 'B', 16, 'B', 21, 'C', 14, 'C', 21, 'B', 21, 'C', 14, 'B', 14, 'B', 21, 'F', 26, 32, 'C', 26, 'C', 21, 'B', 14, 'E', 19, 'C', 19, 25, 31, 31, 31, 31, 31, 26, 32, 25, 19, 'E', 7, 1, 7, 1, 7, 'A', 14, 'A', 2, 'A', 9, 'A', 7, 'A', 2, 'D', 2, 'A', 2, 1, 7, 'A', 9, 'B', 9, 'D', 2, 1, 2, 'A', 7, 'E', 14, 'A', 2, 'A', 7, 'E', 7, 1, 2, 'A', 2, 'A', 14, 'A', 2, 'A', 14, 'A', 9, 10, 'G', 'I', 'G', 12, 5, 'G', 'I', 23, 24, 29, 'H']",579,-100
130,Run Time: 0.0000000000,"[7, 'E', 14, 'C', 21, 'F', 21, 'B', 16, 'I', 'G', 10, 4, 'D', 9, 'D', 2, 'A', 9, 'A', 2, 'A', 2, 'D', 4, 10, 16, 10, 'G', 12, 'I', 'G', 12, 12, 5, 6, 6, 6, 6, 'G', 10, 9, 'A', 14, 'C', 21, 'B', 14, 'E', 14, 'B', 9, 'D', 4, 'D', 9, 'B', 16, 'I', 'G', 'I', 23, 22, 28, 'J', 'F', 26, 'F', 26, 'F', 21, 'F', 33, 26, 'F', 33, 21, 'F', 26, 'C', 21, 22, 16, 22, 28, 22, 23, 24, 'I', 16, 'B', 9, 'A', 14, 'A', 7, 1, 2, 'A', 14, 'C', 19, 'C', 26, 'F', 26, 32, 'C', 19, 'E', 19, 'C', 21, 'F', 21, 'C', 26, 'F', 33, 21, 'F', 26, 'C', 21, 22, 16, 22, 23, 29, 'H']",555,-94
35,Run Time: 0.0000000000,"[7, 'A', 14, 'A', 9, 'B', 21, 'F', 33, 21, 'B', 21, 'F', 21, 'B', 16, 'B', 9, 'A', 2, 'A', 9, 'D', 4, 5, 6, 4, 10, 'G', 12, 'I', 16, 'B', 14, 'C']",175,-19
66,Run Time: 0.0000000000,"[2, 'A', 9, 'D', 9, 'D', 4, 10, 'G', 'I', 'G', 12, 10, 16, 'B', 16, 'B', 21, 'C', 21, 'B', 9, 'A', 14, 'E', 14, 'E', 14, 'A', 7, 'E', 19, 'C', 26, 'F', 33, 28, 'J', 'J', 22, 21, 'C', 19, 'C', 19, 'C', 14, 'E', 19, 'E', 7, 'E', 14, 'E', 7, 'E', 19, 'E', 19, 25, 26, 'F', 33, 28, 29, 'H']",299,-30
100,Run Time: 0.0009787083,"[7, 'E', 7, 'A', 2, 'D', 2, 'D', 4, 10, 'G', 5, 4, 10, 9, 'D', 2, 'A', 7, 1, 7, 'E', 7, 'E', 14, 'C', 26, 'F', 28, 'J', 29, 'H', 35, 'H', 35, 28, 'J', 29, 23, 22, 23, 29, 35, 35, 28, 'J', 'J', 29, 28, 29, 28, 'J', 'F', 33, 21, 'C', 19, 'E', 19, 'E', 19, 25, 26, 25, 31, 26, 32, 32, 25, 19, 'C', 21, 'F', 21, 'C', 14, 'C', 19, 25, 26, 32, 32, 32, 'F', 33, 28, 29, 23, 'I', 'G', 12, 5, 6, 'G', 12, 'I', 18, 18, 16, 'B']",435,-68
110,Run Time: 0.0000000000,"[7, 'E', 19, 'C', 14, 'E', 14, 'B', 16, 10, 4, 'D', 2, 'A', 7, 'A', 7, 'A', 2, 'D', 2, 'D', 4, 10, 16, 'B', 14, 'E', 14, 'A', 2, 'A', 9, 10, 'G', 'I', 23, 'I', 'G', 10, 4, 5, 4, 5, 6, 'G', 12, 5, 6, 'G', 'I', 18, 23, 22, 23, 22, 21, 'C', 14, 'A', 14, 'C', 14, 'C', 14, 'A', 9, 10, 9, 'B', 9, 10, 9, 'A', 2, 'D', 4, 10, 9, 'D', 2, 1, 2, 'D', 9, 'B', 16, 10, 4, 10, 9, 'D', 9, 'D', 9, 'B', 14, 'C', 14, 'A', 14, 'C', 14, 'C', 21, 'B', 21, 'C', 21, 'F']",475,-86
59,Run Time: 0.0000000000,"[2, 'A', 7, 'E', 19, 'C', 26, 'F', 33, 28, 22, 28, 'J', 'F', 33, 28, 29, 28, 22, 16, 'I', 'G', 'I', 18, 18, 23, 'I', 16, 'B', 14, 'A', 7, 'E', 19, 'E', 19, 'C', 21, 'B', 9, 'B', 14, 'E', 7, 'E', 7, 'E', 14, 'C', 21, 'C', 21, 'B', 9, 'B', 21, 'B', 9, 'D']",271,-39
63,Run Time: 0.0000000000,"[2, 'A', 2, 'D', 9, 'D', 4, 10, 'G', 'I', 18, 23, 24, 24, 'I', 18, 'G', 12, 12, 12, 'I', 23, 29, 'H', 23, 'I', 23, 24, 24, 29, 'H', 35, 28, 'J', 'J', 'F', 28, 'F', 26, 'C', 26, 'F', 26, 'F', 33, 28, 'F', 26, 'F', 26, 32, 25, 31, 19, 'C', 21, 'B', 14, 'B', 14, 'C', 14, 'E']",287,-27
51,Run Time: 0.0000000000,"[2, 'D', 9, 'A', 9, 'D', 2, 1, 7, 'A', 7, 'A', 7, 'A', 2, 1, 2, 'D', 9, 'D', 2, 'D', 9, 'A', 2, 'D', 9, 'B', 14, 'B', 9, 'A', 9, 'D', 9, 'B', 14, 'A', 14, 'B', 21, 'B', 21, 'F', 33, 33, 33, 21, 'C', 14, 'E']",239,-31
46,Run Time: 0.0000000000,"[7, 'A', 14, 'E', 7, 1, 2, 'D', 9, 'D', 9, 'B', 9, 'D', 4, 10, 'G', 10, 9, 'D', 9, 'A', 9, 'B', 21, 'B', 14, 'A', 7, 'A', 7, 1, 7, 'A', 9, 10, 9, 'D', 9, 10, 16, 22, 21, 'F', 26, 'C']",219,-18
135,Run Time: 0.0009968281,"[7, 'A', 7, 'E', 7, 1, 7, 'A', 7, 'E', 7, 'A', 2, 'A', 7, 'E', 19, 'C', 14, 'E', 19, 'C', 19, 25, 31, 26, 25, 26, 32, 'F', 33, 28, 'F', 33, 28, 29, 'H', 28, 29, 28, 'J', 29, 28, 'F', 28, 'F', 33, 28, 22, 21, 'B', 9, 'A', 14, 'C', 19, 'C', 26, 'F', 33, 33, 28, 22, 23, 'I', 'G', 12, 'I', 23, 'I', 23, 29, 35, 28, 'F', 26, 32, 25, 26, 'C', 26, 25, 26, 25, 26, 'F', 26, 'F', 21, 'B', 9, 'B', 21, 22, 21, 'B', 21, 'B', 21, 22, 28, 'F', 21, 'B', 9, 'B', 21, 'B', 21, 'C', 14, 'E', 19, 'C', 26, 'F', 26, 'F', 26, 'F', 33, 28, 'F', 26, 25, 31, 26, 32, 25, 19, 'E', 7, 1, 2, 'D']",575,-115
33,Run Time: 0.0000000000,"[2, 'A', 2, 'D', 2, 1, 2, 'A', 14, 'E', 19, 'E', 14, 'C', 14, 'B', 16, 'I', 'G', 10, 'G', 5, 6, 'G', 10, 16, 'B', 16, 'I', 23, 22, 28, 'F']",167,-5
56,Run Time: 0.0000000000,"[2, 'D', 9, 'B', 21, 'F', 26, 25, 19, 'C', 21, 22, 23, 24, 'I', 16, 10, 4, 5, 'G', 5, 4, 5, 'G', 5, 6, 6, 4, 10, 4, 5, 'G', 5, 'G', 10, 'G', 10, 'G', 5, 6, 'G', 'I', 'G', 'I', 16, 10, 4, 'D', 2, 'D', 2, 'D', 9, 'B', 9, 'A']",259,-48
186,Run Time: 0.0009968281,"[2, 'A', 2, 'A', 9, 'B', 21, 'F', 21, 'C', 19, 'E', 7, 'E', 14, 'E', 19, 25, 19, 'C', 26, 'F', 26, 32, 'F', 26, 32, 'C', 14, 'C', 21, 22, 28, 'J', 'F', 33, 33, 28, 29, 23, 22, 21, 'F', 33, 28, 22, 23, 'I', 23, 'I', 16, 22, 28, 'J', 29, 28, 'J', 'F', 28, 'J', 29, 35, 35, 28, 'J', 29, 'H', 'H', 35, 35, 23, 29, 'H', 35, 'H', 23, 24, 29, 28, 22, 23, 24, 29, 'H', 'H', 'H', 'H', 'H', 'H', 'H', 35, 35, 'H', 'H', 23, 24, 24, 22, 21, 22, 23, 22, 16, 10, 16, 'B', 14, 'B', 14, 'C', 19, 'E', 19, 25, 26, 'C', 21, 'C', 19, 25, 19, 'E', 7, 1, 7, 'A', 9, 'B', 21, 22, 23, 24, 29, 28, 'F', 26, 25, 26, 'C', 21, 'C', 14, 'C', 26, 'F', 26, 'F', 33, 33, 26, 32, 32, 32, 25, 26, 'F', 33, 28, 29, 23, 24, 'I', 18, 'G', 12, 12, 12, 12, 5, 6, 'G', 10, 16, 'I', 18, 16, 10, 16, 10, 'G', 12, 5, 'G', 5, 4, 'D']",779,-166
61,Run Time: 0.0009968281,"[2, 'A', 9, 'D', 9, 'A', 7, 'E', 7, 'E', 14, 'E', 14, 'A', 14, 'E', 19, 'E', 19, 'E', 14, 'A', 9, 'D', 4, 10, 'G', 'I', 16, 'B', 16, 'I', 16, 'B', 14, 'E', 14, 'E', 7, 'A', 7, 1, 7, 'A', 14, 'C', 14, 'E', 14, 'A', 14, 'C', 26, 'F', 28, 'J', 22, 23, 24, 29, 'H']",279,-25
76,Run Time: 0.0000000000,"[7, 'A', 9, 'B', 16, 10, 'G', 12, 10, 4, 10, 'G', 10, 'G', 10, 'G', 5, 6, 4, 10, 16, 'B', 9, 10, 'G', 5, 6, 'G', 'I', 18, 'G', 'I', 'G', 10, 'G', 10, 9, 'A', 9, 'A', 9, 10, 4, 'D', 2, 'A', 7, 'A', 7, 'A', 7, 1, 7, 1, 2, 'D', 4, 5, 4, 5, 6, 6, 'G', 10, 9, 'D', 4, 'D', 2, 'A', 2, 'A', 14, 'E', 19, 'C']",339,-64
71,Run Time: 0.0000000000,"[7, 'A', 9, 'B', 16, 10, 'G', 5, 6, 4, 'D', 9, 'B', 21, 'F', 21, 'B', 9, 10, 4, 5, 'G', 10, 16, 'I', 18, 23, 29, 35, 35, 35, 'H', 'H', 35, 35, 23, 24, 22, 23, 29, 35, 28, 29, 'H', 35, 35, 28, 'F', 21, 'B', 14, 'C', 14, 'B', 9, 'B', 16, 'I', 16, 'I', 16, 10, 'G', 12, 10, 9, 'A', 7, 'A', 7, 'E']",319,-43
172,Run Time: 0.0000000000,"[7, 'E', 19, 'E', 19, 'E', 14, 'C', 19, 'E', 7, 'A', 7, 1, 7, 'A', 9, 'D', 9, 'A', 14, 'E', 7, 'E', 14, 'E', 7, 'A', 2, 'D', 9, 'A', 9, 'A', 7, 'E', 14, 'B', 14, 'A', 14, 'C', 19, 25, 19, 'C', 21, 'B', 9, 'A', 2, 'D', 2, 'A', 2, 1, 2, 'D', 4, 10, 'G', 'I', 18, 18, 16, 'B', 21, 'B', 21, 'C', 26, 'C', 21, 'C', 19, 'C', 21, 'B', 14, 'E', 19, 'C', 26, 'F', 26, 'F', 21, 'C', 14, 'E', 14, 'E', 19, 25, 26, 32, 25, 26, 25, 19, 25, 26, 'C', 26, 'C', 26, 32, 32, 32, 'F', 28, 22, 23, 22, 28, 'F', 33, 21, 'C', 26, 'C', 21, 22, 21, 22, 16, 22, 21, 'F', 28, 'J', 'J', 'J', 'F', 33, 21, 'F', 33, 21, 'B', 16, 10, 16, 'B', 9, 'D', 4, 10, 'G', 5, 'G', 12, 'I', 'G', 10, 4, 5, 4, 'D', 2, 'D', 4, 10, 9, 10, 16, 22, 16, 22, 28, 29, 'H']",723,-136
108,Run Time: 0.0000000000,"[7, 'E', 14, 'B', 21, 'F', 28, 'J', 'J', 'J', 22, 23, 29, 'H', 'H', 35, 35, 35, 35, 35, 23, 29, 23, 29, 'H', 28, 22, 23, 29, 23, 24, 24, 22, 21, 'F', 33, 26, 'F', 33, 33, 26, 'F', 28, 29, 35, 28, 'J', 'J', 'J', 29, 23, 22, 21, 'B', 9, 'B', 9, 'A', 7, 1, 2, 'D', 2, 'A', 2, 'A', 9, 'B', 9, 'A', 9, 'D', 2, 'D', 2, 'A', 9, 'B', 9, 10, 4, 10, 9, 10, 'G', 5, 4, 10, 4, 5, 4, 5, 4, 10, 'G', 'I', 23, 29, 23, 22, 23, 29, 'H', 35, 28, 'F', 26, 'C']",467,-88
20,Run Time: 0.0000000000,"[2, 'A', 14, 'A', 14, 'A', 14, 'C', 19, 25, 19, 'E', 7, 'A', 7, 'A', 2, 'D', 9, 'B']",115,-4
4,Run Time: 0.0000000000,"[2, 'A', 14, 'B']",51,4
