Customer Order,Path Size,Nodes Visited,Brute Force Score,Our Score
"['F', 'I', 'D', 'G', 'J', 'A', 'B', 'N', 'H', 'M', 'C', 'K', 'E']",154,"['D', 'E', 'D', 8, 'D', 1, 'D', 'E', 'D', 8, 'D', 8, 'B', 'F', 'B', 'A', 4, 'A', 'B', 'F', 'H', 'J', 28, 29, 'Q', 'Q', 'Q', 'N', 28, 22, 'H', 22, 23, 'K', 'M', 'K', 23, 29, 23, 'K', 'M', 'K', 16, 'K', 'M', 10, 16, 10, 'M', 10, 16, 'F', 14, 20, 'C', 'E', 14, 'F', 'H', 20, 26, 'G', 'C', 'G', 'C', 20, 14, 'E', 'D', 'E', 'D', 1, 2, 1, 'D', 'E', 14, 20, 14, 'E', 'C', 'E', 'C', 'G', 'C', 20, 26, 32, 20, 14, 'F', 16, 'F', 'B', 8, 14, 'E', 'C', 'G', 'C', 'E', 14, 8, 14, 8, 'B', 10, 16, 10, 'M', 10, 'B', 'A', 4, 'P', 4, 10, 16, 'F', 14, 'E', 'C', 20, 'H', 22, 'H', 'F', 14, 'F', 'B', 10, 'B', 8, 'D', 8, 'B', 10, 'B', 'A', 2, 'A', 2, 1, 2, 8, 'D', 1, 'D', 1, 'D', 'E', 'C', 'G', 'I']",17,-102
"['I', 'M', 'K', 'E', 'C', 'H', 'G', 'J', 'B', 'D', 'F', 'A']",516,"['D', 'E', 'D', 1, 2, 'A', 'B', 'A', 4, 'A', 4, 'A', 'B', 'A', 2, 1, 'D', 'E', 'D', 8, 14, 'F', 'B', 'F', 'H', 'J', 26, 'J', 33, 28, 'J', 28, 22, 16, 'F', 'B', 10, 'M', 'K', 23, 'O', 29, 23, 'K', 16, 'K', 18, 16, 22, 16, 'F', 'B', 10, 'B', 10, 'B', 'A', 2, 'A', 4, 10, 'M', 10, 16, 22, 28, 34, 'J', 26, 'J', 28, 22, 23, 'O', 'K', 16, 22, 23, 'O', 'K', 16, 'F', 'B', 'A', 4, 10, 'M', 'P', 4, 'P', 4, 'A', 2, 1, 2, 'A', 2, 8, 'D', 8, 2, 8, 'B', 10, 'M', 12, 12, 10, 4, 10, 16, 22, 16, 'F', 'B', 'F', 14, 'E', 'D', 8, 14, 'E', 'D', 1, 2, 1, 'D', 8, 'B', 10, 'M', 12, 12, 'K', 'M', 'K', 16, 22, 23, 'K', 'M', 'P', 4, 'A', 2, 1, 'D', 1, 'D', 1, 'D', 'E', 'D', 1, 'D', 1, 'D', 1, 2, 1, 'D', 1, 'D', 'E', 'D', 'E', 'C', 'G', 'C', 20, 'H', 'J', 28, 22, 28, 22, 'H', 'F', 'H', 'J', 'H', 20, 14, 8, 'D', 'E', 'C', 20, 26, 'J', 'H', 'J', 28, 22, 23, 22, 23, 'K', 18, 'M', 'K', 'M', 12, 'K', 23, 'K', 16, 10, 'B', 10, 'M', 10, 4, 'A', 2, 'A', 4, 'A', 4, 'P', 6, 'M', 'K', 'M', 10, 4, 'A', 2, 8, 'D', 8, 'D', 1, 2, 1, 'D', 'E', 'D', 8, 'B', 10, 'B', 10, 'M', 'P', 4, 10, 4, 'A', 'B', 10, 4, 10, 4, 'P', 4, 'A', 'B', 10, 16, 'F', 14, 'F', 'H', 'J', 28, 22, 23, 'O', 'O', 'K', 16, 22, 'H', 22, 'H', 'F', 'H', 22, 'H', 22, 23, 22, 23, 'K', 18, 'M', 'K', 'M', 12, 'P', 6, 'M', 10, 16, 'F', 14, 'F', 'H', 22, 28, 22, 23, 29, 'Q', 23, 'O', 'K', 'M', 12, 'K', 23, 29, 'Q', 'Q', 23, 'K', 18, 'M', 10, 'B', 8, 14, 8, 2, 1, 'D', 8, 'B', 'F', 14, 'F', 'H', 22, 28, 34, 29, 28, 34, 22, 23, 22, 23, 22, 'H', 'J', 26, 32, 'J', 26, 32, 'J', 33, 28, 'J', 33, 'H', 20, 14, 20, 'H', 'J', 28, 22, 'H', 20, 'C', 'E', 'D', 8, 2, 1, 'D', 8, 'B', 'F', 'H', 22, 28, 34, 22, 28, 'J', 28, 22, 28, 34, 34, 34, 34, 22, 28, 22, 28, 'J', 33, 28, 34, 22, 28, 29, 28, 34, 29, 'Q', 23, 29, 23, 'K', 23, 29, 28, 29, 28, 34, 29, 'Q', 'N', 'Q', 28, 29, 23, 'O', 29, 23, 'K', 23, 'K', 23, 29, 23, 'K', 'M', 'K', 16, 22, 28, 29, 'N', 'Q', 28, 22, 23, 29, 23, 'K', 23, 'O', 22, 16, 10, 'M', 10, 16, 10, 'B', 10, 16, 10, 4, 10, 16, 'F', 16, 22, 16, 'K', 'M', 'K', 16, 'F', 16, 'K', 'M', 'P', 6, 6, 'M', 'K', 'M', 'K', 23, 'K', 23, 'O', 'K', 'M', 'K', 23, 22, 28, 'J', 33, 28, 29, 23, 'O', 'O', 'O', 29, 'Q', 23, 'K', 'M', 10, 'B', 8, 'D', 8, 'B', 'F', 14, 20, 26, 'G', 'I']",13,-468
"['C', 'B', 'A', 'D', 'E']",69,"['D', 'E', 'C', 20, 14, 'F', 'H', 22, 16, 'K', 18, 23, 22, 28, 22, 'H', 20, 'C', 'E', 'C', 'G', 'I', 26, 20, 'H', 22, 28, 22, 'H', 20, 14, 20, 'C', 'G', 'C', 20, 14, 'F', 'H', 22, 28, 22, 28, 'J', 26, 'G', 'I', 'C', 'E', 14, 'F', 'B', 'F', 14, 'F', 14, 20, 'C', 'E', 14, 20, 14, 'E', 'D', 'E', 'D', 1, 2, 'A']",-15,-49
"['A', 'B', 'C', 'D']",135,"['D', 1, 2, 'A', 'B', 'A', 2, 8, 2, 1, 'D', 1, 2, 'A', 4, 10, 'M', 12, 'K', 'M', 'P', 4, 'P', 4, 'P', 'M', 12, 'P', 4, 'P', 6, 6, 4, 'P', 4, 'A', 2, 1, 2, 1, 2, 'A', 'B', 10, 4, 'P', 4, 10, 4, 'A', 4, 'P', 6, 6, 6, 6, 4, 10, 4, 'A', 4, 'A', 'B', 'F', 16, 'F', 'B', 10, 'M', 12, 12, 'P', 4, 'A', 2, 'A', 4, 'A', 4, 10, 4, 'A', 'B', 'A', 4, 'A', 4, 10, 4, 'A', 'B', 'A', 'B', 'F', 16, 10, 'B', 'A', 2, 1, 2, 1, 'D', 'E', 'D', 1, 2, 'A', 4, 'A', 4, 10, 'B', 'A', 2, 1, 2, 1, 'D', 8, 14, 'E', 'D', 1, 'D', 1, 2, 'A', 2, 8, 2, 8, 14, 'E', 'C']",-19,-119
"['G', 'F', 'C', 'E', 'D', 'B', 'A', 'H']",31,"['D', 'E', 'D', 1, 'D', 8, 'D', 'E', 'D', 8, 'B', 'A', 2, 8, 14, 'E', 'C', 'G', 26, 'G', 26, 20, 'C', 'G', 'C', 'G', 26, 32, 'J', 'H', 'F']",-3,1
"['H', 'D', 'B', 'N', 'A', 'F', 'E', 'M', 'J', 'I', 'K', 'C', 'G']",148,"['D', 'E', 'C', 'E', 14, 'F', 'B', 'F', 'H', 'J', 26, 'J', 33, 26, 'J', 'H', 'J', 28, 34, 29, 'N', 'Q', 'N', 23, 'O', 'O', 'O', 'O', 'K', 'M', 'P', 'M', 10, 'B', 'A', 2, 8, 'B', 10, 4, 'P', 4, 'A', 4, 'A', 2, 8, 2, 8, 14, 'F', 14, 20, 26, 'J', 33, 33, 'H', 'F', 'B', 10, 4, 10, 4, 'A', 2, 1, 2, 1, 'D', 8, 'B', 10, 16, 'F', 'H', 'F', 'H', 22, 23, 22, 'H', 'J', 33, 28, 'J', 26, 'J', 26, 'J', 'H', 22, 16, 'F', 16, 'K', 23, 22, 28, 34, 34, 29, 'N', 28, 'J', 28, 22, 23, 'O', 29, 28, 34, 29, 28, 'J', 'H', 'F', 16, 10, 'M', 10, 4, 10, 'M', 10, 'B', 'A', 'B', 'F', 14, 20, 14, 8, 'B', 10, 'B', 'F', 'B', 'F', 'B', 8, 'D', 1, 'D', 'E', 'C', 'G', 'I']",17,-96
"['B', 'C', 'G', 'D', 'A', 'F', 'E']",56,"['D', 'E', 'C', 'G', 'C', 'E', 'C', 'G', 'I', 'I', 26, 20, 'C', 'G', 'I', 'I', 'C', 20, 26, 'G', 'C', 20, 'C', 'G', 26, 20, 26, 'J', 33, 'H', 'F', 'H', 22, 16, 22, 16, 10, 'M', 'K', 18, 16, 'F', 'B', 'F', 14, 'E', 'C', 'E', 14, 20, 14, 'E', 'D', 8, 2, 'A']",-7,-28
"['A', 'B']",3,"[2, 'A', 'B']",-27,5
"['I', 'K', 'B', 'F', 'C', 'J', 'E', 'A', 'G', 'M', 'D', 'H']",141,"['D', 'E', 'C', 'E', 'D', 'E', 'D', 1, 'D', 8, 'D', 8, 'D', 1, 'D', 1, 'D', 'E', 14, 'E', 'C', 'E', 'D', 'E', 'D', 'E', 14, 'F', 'B', 'A', 2, 8, 2, 8, 2, 'A', 4, 'P', 'M', 'K', 'M', 'K', 23, 'K', 18, 16, 22, 'H', 'F', 16, 10, 4, 10, 4, 10, 4, 'P', 6, 4, 10, 16, 'F', 14, 20, 26, 'J', 33, 28, 34, 'J', 33, 33, 33, 33, 26, 'G', 'C', 'E', 'D', 'E', 'D', 8, 2, 1, 2, 1, 'D', 8, 14, 8, 14, 'F', 'H', 22, 28, 'J', 33, 33, 28, 29, 28, 'J', 33, 28, 22, 23, 29, 'Q', 28, 29, 23, 22, 28, 22, 23, 'O', 'K', 18, 16, 10, 'B', 8, 2, 8, 14, 20, 'C', 'E', 'D', 8, 'B', 'F', 'H', 'F', 14, 20, 'H', 20, 'C', 'G', 'I']",13,-93
"['A', 'B', 'C']",95,"[2, 'A', 'B', 8, 2, 'A', 4, 10, 4, 'P', 'M', 'P', 4, 'P', 4, 10, 'M', 'P', 6, 6, 4, 'P', 4, 'P', 4, 10, 'B', 'F', 14, 'E', 'D', 'E', 'D', 8, 2, 8, 'B', 8, 2, 1, 'D', 8, 14, 'F', 'H', 22, 'H', 'J', 'H', 22, 28, 22, 16, 'K', 18, 18, 16, 'F', 16, 'F', 16, 'K', 18, 16, 10, 16, 'K', 23, 'K', 'M', 'P', 4, 10, 'B', 10, 16, 10, 'B', 10, 16, 'F', 'H', 22, 23, 'O', 'K', 'M', 10, 'B', 'A', 'B', 'F', 'H', 20, 'C']",-23,-83
"['D', 'C', 'A', 'B']",87,"['D', 1, 2, 'A', 'B', 8, 'B', 10, 16, 10, 'M', 'P', 6, 4, 'A', 2, 8, 2, 1, 'D', 1, 2, 'A', 2, 'A', 4, 10, 'M', 10, 'M', 10, 'M', 10, 16, 22, 16, 10, 'M', 12, 12, 12, 'K', 'M', 'K', 18, 'M', 'P', 4, 10, 16, 'K', 18, 23, 'K', 16, 'K', 18, 'M', 'P', 4, 'P', 6, 6, 'M', 'P', 'M', 'K', 16, 22, 'H', 'F', 'H', 22, 'H', 'J', 28, 29, 28, 'J', 26, 'G', 'I', 'I', 'I', 'I', 'I', 'C']",-19,-71
['A'],94,"['D', 'E', 'C', 20, 'C', 'G', 26, 'J', 'H', 'F', 14, 20, 14, 20, 26, 32, 20, 26, 20, 26, 'G', 26, 'G', 'C', 'E', 14, 8, 'B', 'F', 14, 20, 'H', 'J', 33, 33, 'H', 20, 14, 'F', 'H', 20, 'C', 20, 14, 'E', 14, 'F', 14, 'F', 16, 'F', 16, 'F', 14, 20, 'C', 20, 26, 20, 26, 20, 14, 'E', 'C', 'G', 26, 'J', 'H', 22, 16, 'F', 16, 22, 23, 22, 23, 22, 28, 29, 'Q', 'N', 23, 29, 28, 29, 28, 34, 22, 16, 'F', 'H', 'F', 'B', 'A']",-31,-90
"['F', 'M', 'I', 'B', 'N', 'J', 'K', 'C', 'A', 'H', 'D', 'E', 'G']",184,"['D', 'E', 'C', 'G', 'C', 'E', 'D', 8, 'B', 'A', 2, 8, 2, 'A', 'B', 'F', 'H', 'F', 16, 'K', 'M', 12, 'P', 'M', 12, 12, 12, 10, 'B', 'A', 2, 'A', 2, 1, 'D', 'E', 14, 'E', 'C', 'E', 14, 'F', 'B', 'F', 'H', 'F', 14, 'E', 14, 'F', 'H', 'F', 'H', 'J', 'H', 22, 'H', 'F', 'H', 20, 26, 'G', 'C', 'E', 14, 8, 'D', 8, 14, 8, 2, 1, 'D', 8, 2, 'A', 4, 'A', 'B', 'A', 'B', 'A', 'B', 10, 'B', 'F', 'H', 20, 26, 20, 'C', 20, 14, 20, 'C', 20, 26, 20, 'H', 'J', 26, 32, 'G', 'C', 'E', 'D', 1, 'D', 1, 'D', 8, 14, 20, 14, 'E', 'D', 1, 'D', 'E', 14, 8, 2, 8, 'D', 1, 'D', 1, 'D', 1, 2, 1, 'D', 'E', 'D', 8, 'B', 'F', 'B', 8, 14, 'E', 'C', 'G', 'C', 20, 14, 'F', 14, 20, 14, 20, 26, 20, 26, 'G', 'I', 'I', 'C', 20, 'C', 'G', 'I', 26, 20, 14, 'E', 'C', 'G', 26, 'J', 26, 20, 'C', 'G', 'C', 'G', 'C', 20, 'H', 22, 23, 29, 'Q', 'N']",17,-132
"['B', 'A']",5,"['D', 1, 2, 'A', 'B']",-27,3
"['C', 'I', 'M', 'B', 'F', 'J', 'A', 'D', 'E', 'K', 'N', 'G', 'H']",165,"['D', 'E', 'D', 'E', 'C', 'G', 'C', 'E', 'D', 1, 'D', 8, 'D', 'E', 'C', 20, 'H', 'F', 'H', 'F', 'B', 'A', 2, 'A', 4, 10, 'M', 'K', 23, 'K', 16, 'F', 16, 10, 'B', 'F', 'H', 'J', 28, 'J', 33, 33, 33, 26, 'G', 'I', 26, 32, 'G', 'C', 'G', 'I', 'I', 'C', 20, 'H', 'J', 33, 28, 22, 28, 22, 16, 'K', 'M', 12, 10, 4, 'P', 4, 'A', 2, 'A', 4, 'A', 2, 1, 'D', 1, 2, 'A', 'B', 'F', 'B', 8, 'B', 'A', 4, 'P', 4, 10, 'M', 'P', 6, 6, 6, 4, 10, 4, 'A', 2, 'A', 4, 'A', 'B', 10, 'M', 'K', 'M', 12, 10, 16, 'F', 'H', 22, 'H', 20, 14, 20, 14, 8, 14, 'F', 'B', 8, 14, 8, 'D', 'E', 'D', 8, 'D', 'E', 'D', 'E', 14, 20, 14, 'F', 16, 22, 'H', 'J', 33, 26, 'G', 26, 'G', 'C', 'G', 26, 'G', 26, 32, 'J', 33, 'H', 22, 23, 'K', 16, 22, 28, 29, 'N']",17,-113
"['B', 'E', 'D', 'C', 'A']",8,"['D', 'E', 'C', 20, 14, 8, 'B', 'A']",-15,12
"['E', 'J', 'I', 'G', 'K', 'B', 'M', 'A', 'F', 'H', 'C', 'D']",106,"['D', 'E', 'D', 1, 'D', 'E', 'D', 'E', 'D', 8, 'D', 'E', 'C', 'E', 14, 'E', 'D', 1, 'D', 'E', 14, 'E', 'D', 'E', 14, 'F', 'B', 'F', 'B', 'F', 'H', 'J', 28, 'J', 33, 33, 33, 28, 34, 29, 28, 34, 'J', 28, 'J', 'H', 'J', 28, 22, 'H', 'J', 26, 'G', 'I', 26, 'G', 'I', 'I', 'I', 'I', 26, 20, 26, 'J', 'H', 20, 'H', 22, 'H', 'J', 26, 'G', 26, 'G', 26, 32, 'G', 'C', 'E', 14, 'E', 14, 'E', 'C', 'E', 'D', 'E', 14, 'E', 'D', 'E', 'C', 20, 'H', 22, 28, 29, 'N', 23, 'O', 'O', 'K', 'M', 'P', 4, 'A']",13,-58
"['A', 'B', 'E', 'G', 'C', 'F', 'D']",27,"['D', 'E', 'C', 'G', 26, 'G', 26, 20, 26, 'G', 'I', 26, 'G', 'C', 'E', 14, 'E', 'D', 1, 2, 'A', 'B', 'A', 2, 8, 14, 'F']",-7,1
['A'],2,"[2, 'A']",-31,2
"['C', 'G', 'I', 'E', 'H', 'F', 'A', 'B', 'D']",35,"['D', 'E', 'C', 'G', 'I', 'C', 'E', 'D', 8, 'B', 'F', 'B', 'F', 'B', 'F', 'B', 'F', 'B', 'F', 'H', 'F', 14, 'F', 'B', 'F', 14, 'F', 16, 10, 'M', 'P', 'M', 10, 4, 'A']",1,1
"['E', 'D', 'C', 'G', 'H', 'J', 'I', 'B', 'A', 'F', 'K']",75,"['D', 'E', 'D', 8, 'D', 'E', 'C', 'G', 'I', 26, 'J', 'H', 'F', 'B', 'A', 2, 1, 2, 8, 14, 'F', 'H', 'J', 26, 32, 20, 'C', 20, 14, 20, 'C', 'G', 26, 'J', 28, 'J', 26, 20, 14, 'E', 14, 'E', 14, 20, 'H', 20, 14, 'E', 'D', 1, 2, 8, 'D', 'E', 'C', 'E', 'C', 'G', 'C', 'G', 'I', 'C', 'E', 'D', 1, 2, 'A', 2, 8, 2, 'A', 4, 10, 'M', 'K']",9,-31
"['H', 'D', 'G', 'F', 'B', 'E', 'J', 'A', 'C', 'K', 'I']",60,"['D', 'E', 'C', 'G', 'I', 'C', 'E', 'D', 1, 2, 'A', 'B', 'F', 'B', 10, 'B', 8, 'D', 'E', 'C', 'E', 14, 20, 'C', 20, 'C', 'E', 'C', 20, 'H', 'F', 'B', 'F', 'H', 'J', 'H', 20, 'H', 20, 'C', 20, 26, 'G', 26, 32, 20, 26, 32, 'G', 26, 'J', 'H', 'J', 'H', 'J', 'H', 22, 23, 'O', 'K']",9,-16
"['A', 'D', 'B', 'C']",54,"['D', 1, 2, 'A', 'B', 10, 'M', 10, 16, 22, 'H', 'F', 'B', 10, 'M', 'K', 16, 'K', 18, 18, 18, 16, 10, 'B', 8, 2, 1, 'D', 1, 'D', 1, 'D', 1, 2, 1, 'D', 1, 2, 8, 14, 20, 'H', 20, 'H', 20, 'H', 'F', 14, 'F', 'H', 'J', 'H', 20, 'C']",-19,-38
"['E', 'A', 'H', 'F', 'D', 'G', 'B', 'C']",66,"['D', 'E', 'D', 'E', 'D', 1, 2, 'A', 'B', 'A', 4, 'A', 2, 'A', 'B', 'F', 'B', 'F', 'H', 'J', 'H', 22, 16, 22, 28, 22, 'H', 'F', 16, 'K', 23, 'O', 'O', 22, 23, 29, 28, 34, 22, 23, 22, 28, 29, 23, 'K', 'M', 10, 'M', 12, 10, 4, 'A', 4, 'A', 'B', 10, 'B', 'A', 2, 'A', 2, 8, 'D', 'E', 'C', 'G']",-3,-34
['A'],2,"[2, 'A']",-31,2
"['C', 'B', 'A']",86,"['D', 1, 2, 'A', 'B', 'A', 4, 'P', 4, 'A', 4, 'A', 4, 'P', 'M', 12, 10, 4, 'P', 6, 6, 4, 'A', 'B', 'A', 2, 'A', 'B', 8, 'D', 8, 'D', 1, 'D', 1, 'D', 1, 'D', 'E', 'D', 'E', 'D', 8, 2, 8, 2, 8, 'D', 8, 2, 'A', 2, 1, 'D', 1, 'D', 1, 2, 8, 'D', 1, 'D', 8, 'D', 8, 2, 'A', 2, 8, 'B', 'A', 2, 8, 2, 1, 2, 8, 'D', 8, 'B', 8, 'D', 1, 'D', 'E', 'C']",-23,-74
"['A', 'B', 'C']",17,"['D', 1, 2, 'A', 'B', 8, 'B', 10, 'B', 8, 2, 8, 14, 'F', 14, 20, 'C']",-23,-5
"['B', 'C', 'D', 'E', 'F', 'A']",104,"['D', 'E', 'C', 20, 'H', 'F', 'H', 'J', 33, 'H', 20, 26, 'G', 26, 20, 'H', 22, 'H', 22, 'H', 'J', 33, 26, 'G', 'I', 'C', 'G', 'C', 20, 'H', 20, 26, 'J', 26, 20, 26, 'J', 'H', 22, 28, 22, 28, 34, 34, 22, 23, 'K', 'M', 12, 10, 'M', 'K', 16, 22, 23, 22, 28, 'J', 33, 33, 'H', 'J', 28, 29, 23, 'K', 23, 'K', 18, 23, 22, 23, 'O', 'K', 'M', 'K', 18, 'M', 10, 'B', 'F', 'H', 'J', 28, 29, 23, 22, 23, 22, 16, 'K', 16, 10, 'M', 'P', 6, 'M', 10, 'B', 'F', 14, 'F', 'B', 'A']",-11,-80
"['B', 'A']",3,"[2, 'A', 'B']",-27,5
"['E', 'A', 'B', 'K', 'I', 'D', 'G', 'H', 'J', 'C', 'F']",23,"['D', 'E', 'C', 'G', 'I', 'I', 'C', 20, 'H', 'J', 28, 29, 'Q', 'Q', 23, 'K', 18, 16, 'K', 16, 'F', 'B', 'A']",9,21
"['G', 'D', 'E', 'H', 'A', 'J', 'I', 'F', 'B', 'C']",83,"['D', 'E', 'D', 1, 'D', 1, 2, 'A', 'B', 'A', 'B', 'F', 'H', 'J', 28, 22, 'H', 20, 'C', 'G', 'C', 'E', 14, 'F', 'B', 8, 'D', 'E', 'D', 'E', 14, 8, 'B', 10, 'M', 12, 'P', 6, 4, 10, 'B', 'A', 'B', 'A', 2, 8, 2, 'A', 'B', 'F', 16, 'K', 23, 22, 16, 22, 23, 22, 23, 29, 23, 22, 28, 34, 29, 'Q', 28, 'J', 'H', 'F', 'H', 20, 14, 'E', 'C', 'E', 'D', 'E', 'C', 'G', 'C', 'G', 'I']",5,-43
['A'],4,"['D', 1, 2, 'A']",-31,0
"['B', 'A']",5,"['D', 1, 2, 'A', 'B']",-27,3
"['F', 'A', 'C', 'D', 'B', 'E', 'G']",60,"['D', 'E', 'C', 'E', 'D', 'E', 14, 'F', 'H', 20, 14, 8, 'D', 1, 2, 'A', 'B', 'F', 14, 'F', 'B', 8, 'D', 8, 'D', 'E', 'D', 'E', 'D', 1, 2, 'A', 2, 1, 'D', 1, 'D', 1, 2, 'A', 'B', 'F', 14, 20, 'H', 'J', 28, 22, 'H', 'J', 'H', 22, 'H', 22, 28, 34, 34, 'J', 26, 'G']",-7,-32
"['A', 'E', 'C', 'B', 'D']",36,"['D', 'E', 'C', 20, 'C', 20, 14, 'E', 'C', 'E', 'C', 'G', 26, 'G', 'C', 'E', 14, 'E', 'C', 20, 26, 'G', 26, 32, 'J', 28, 34, 22, 23, 29, 23, 22, 'H', 'F', 'B', 'A']",-15,-16
"['G', 'A', 'D', 'H', 'C', 'E', 'F', 'B']",75,"['D', 'E', 'D', 1, 2, 'A', 'B', 'A', 'B', 'A', 4, 10, 'B', 'F', 'H', 'F', 14, 'F', 'B', 'F', 16, 10, 'B', 8, 'D', 1, 2, 1, 'D', 1, 'D', 8, 'B', 'A', 'B', 'F', 16, 22, 28, 22, 'H', 'F', 14, 20, 'H', 22, 28, 29, 23, 'K', 23, 'K', 18, 16, 'F', 'B', 8, 2, 8, 'D', 8, 2, 8, 14, 'F', 14, 'F', 'H', 'J', 26, 'G', 'I', 'I', 'I', 'C']",-3,-43
"['M', 'I', 'J', 'K', 'B', 'F', 'D', 'G', 'C', 'E', 'A', 'H']",77,"['D', 'E', 'D', 1, 'D', 1, 2, 'A', 'B', 'A', 4, 10, 'B', 'F', 'H', 'J', 33, 33, 26, 'G', 'C', 'G', 'I', 'C', 20, 'H', 'J', 26, 32, 32, 'J', 33, 33, 33, 33, 26, 'G', 26, 32, 'G', 26, 32, 32, 32, 32, 'J', 'H', 22, 'H', 22, 'H', 20, 'C', 'G', 'C', 'E', 'C', 'G', 'C', 'E', 'D', 'E', 14, 20, 14, 20, 'H', 'J', 26, 'J', 'H', 'F', 16, 'F', 16, 'K', 'M']",13,-29
['A'],4,"['D', 1, 2, 'A']",-31,0
"['E', 'C', 'F', 'B', 'H', 'A', 'D', 'G', 'I']",55,"['D', 'E', 'D', 'E', 'D', 1, 'D', 'E', 'D', 8, 'B', 'A', 2, 'A', 4, 'A', 'B', 'F', 'B', 'F', 'H', 20, 'H', 22, 28, 'J', 28, 'J', 33, 28, 29, 23, 'K', 16, 22, 28, 34, 22, 28, 'J', 28, 22, 16, 22, 'H', 20, 'H', 'J', 26, 'J', 33, 26, 'G', 'I', 'C']",1,-19
"['N', 'A', 'P', 'E', 'I', 'M', 'J', 'C', 'O', 'H', 'B', 'G', 'F', 'D', 'K']",103,"['D', 'E', 'D', 'E', 'C', 'G', 'I', 'I', 26, 'G', 'I', 'C', 20, 'C', 'G', 'I', 'C', 'E', 'C', 'G', 'C', 20, 'C', 'G', 'C', 20, 'C', 'E', 'C', 'G', 'I', 'I', 26, 'J', 'H', 'J', 28, 29, 'Q', 'N', 'Q', 23, 'K', 'M', 'K', 'M', 'P', 'M', 12, 10, 'M', 10, 'B', 'A', 'B', 'F', 16, 22, 23, 'K', 'M', 10, 16, 'F', 'B', 'F', 'B', 8, 2, 8, 'B', 'F', 'B', 10, 4, 'A', 'B', 10, 'B', 'A', 4, 'A', 4, 10, 'M', 12, 12, 12, 'K', 'M', 'K', 'M', 10, 'M', 10, 'M', 'P', 6, 'M', 12, 'K', 23, 'O']",25,-43
"['B', 'K', 'N', 'A', 'J', 'C', 'F', 'M', 'O', 'H', 'I', 'D', 'G', 'E']",201,"['D', 'E', 'C', 'E', 14, 'F', 'B', 'F', 'B', 'F', 'H', 'F', 14, 8, 14, 'E', 'D', 'E', 14, 'F', 'H', 'J', 26, 'G', 'C', 'E', 'D', 'E', 'C', 20, 'H', 'F', 'H', 'F', 14, 8, 14, 'F', 'H', 'F', 14, 'F', 16, 'F', 16, 'F', 'B', 'A', 2, 8, 'D', 'E', 'C', 20, 'C', 20, 26, 20, 14, 'F', 'B', 8, 'B', 10, 'B', 10, 'M', 'P', 4, 'P', 'M', 'P', 6, 'M', 'P', 'M', 'P', 6, 4, 'P', 6, 'M', 'K', 'M', 12, 12, 'K', 'M', 'K', 'M', 10, 'B', 'A', 'B', 8, 'B', 10, 16, 'K', 18, 16, 'F', 'H', 22, 16, 'F', 16, 'F', 16, 22, 23, 'K', 16, 10, 'B', 'F', 'H', 20, 26, 'J', 28, 34, 22, 'H', 20, 14, 20, 'C', 'E', 14, 8, 2, 8, 2, 'A', 2, 'A', 4, 'A', 2, 1, 'D', 8, 'B', 'A', 'B', 'A', 'B', 'F', 'B', 8, 2, 1, 2, 1, 'D', 8, 14, 20, 26, 20, 26, 'G', 'I', 26, 32, 20, 26, 'J', 28, 29, 'N', 'Q', 'Q', 28, 'J', 33, 'H', 22, 23, 'K', 'M', 12, 'P', 4, 'P', 4, 'P', 6, 'M', 'K', 16, 22, 23, 'K', 16, 'K', 'M', 'K', 23, 'O']",21,-145
"['A', 'B']",3,"[2, 'A', 'B']",-27,5
['A'],2,"[2, 'A']",-31,2
"['N', 'M', 'F', 'O', 'K', 'J', 'G', 'H', 'D', 'C', 'E', 'B', 'I', 'A']",234,"['D', 'E', 'C', 'E', 'D', 1, 2, 'A', 'B', 'A', 'B', 'A', 2, 8, 'B', 'F', 'B', 'F', 'H', 'F', 16, 'F', 'H', 'J', 26, 'J', 28, 'J', 26, 'J', 33, 28, 'J', 33, 26, 'G', 'C', 'E', 14, 8, 14, 20, 26, 20, 26, 32, 'J', 26, 'J', 26, 20, 'C', 20, 'H', 'J', 28, 34, 29, 'Q', 'N', 'Q', 23, 'O', 'O', 'K', 'M', 'K', 18, 16, 'K', 23, 29, 28, 34, 'J', 26, 20, 14, 'E', 'D', 'E', 'D', 8, 'D', 'E', 'D', 1, 'D', 8, 14, 'F', 'H', 20, 26, 'G', 'C', 'E', 14, 20, 'H', 22, 16, 'K', 23, 'O', 22, 23, 'K', 'M', 'K', 18, 16, 22, 23, 'K', 16, 22, 23, 'O', 'K', 'M', 'K', 16, 10, 4, 'A', 'B', 8, 2, 1, 'D', 'E', 'C', 'E', 'C', 20, 'C', 20, 14, 'E', 14, 'E', 'C', 'E', 14, 8, 2, 'A', 'B', 10, 'M', 12, 10, 16, 10, 16, 'F', 14, 'E', 'C', 'E', 'D', 'E', 14, 'F', 'B', 8, 'D', 'E', 14, 'F', 14, 8, 'D', 8, 14, 8, 14, 'F', 16, 10, 16, 'F', 'B', 10, 4, 'A', 2, 8, 'D', 1, 'D', 8, 'D', 8, 'B', 8, 14, 20, 'C', 'G', 'C', 'E', 'D', 8, 14, 20, 26, 'J', 28, 22, 'H', 'J', 28, 22, 23, 'O', 'O', 'K', 23, 'O', 'O', 'O', 29, 28, 29, 'N', 23, 22, 'H', 'J', 26, 'G', 'I']",21,-178
