Customer Order,Path Size,Nodes Visited,Brute Force Score,Our Score
"['B', 'E', 'G', 'D', 'A', 'C', 'K', 'H', 'F', 'J', 'I']",85,"['D', 'E', 'D', 1, 'D', 8, 'B', 'A', 'B', 'A', 2, 1, 'D', 1, 2, 'A', 4, 'P', 6, 'M', 'P', 'M', 'P', 6, 6, 'M', 'K', 23, 'K', 23, 'K', 'M', 12, 12, 10, 'B', 'A', 2, 8, 2, 1, 2, 'A', 'B', 'A', 2, 1, 'D', 'E', 'C', 'G', 'I', 'I', 'C', 20, 'H', 'J', 28, 29, 'N', 23, 'O', 'O', 22, 23, 29, 28, 29, 'Q', 28, 34, 34, 34, 34, 34, 'J', 'H', 'J', 'H', 'J', 33, 'H', 'J', 'H', 'F']",9,-41
"['E', 'J', 'F', 'N', 'C', 'I', 'D', 'K', 'B', 'H', 'G', 'A', 'O', 'M']",357,"['D', 'E', 'C', 'G', 'C', 'G', 'C', 'E', 'D', 1, 2, 'A', 'B', 'A', 4, 'P', 'M', 'P', 4, 'P', 'M', 'P', 6, 4, 10, 'B', 'A', 2, 'A', 2, 8, 'B', 'F', 'H', 'J', 26, 20, 'H', 'J', 'H', 20, 'H', 'F', 'H', 20, 26, 32, 32, 20, 'C', 'G', 'C', 'E', 14, 'F', 'H', 'F', 16, 'F', 14, 'F', 14, 'E', 'C', 20, 26, 'J', 33, 33, 'H', 'J', 33, 26, 20, 'C', 'E', 'D', 8, 2, 8, 14, 'E', 'D', 'E', 'C', 20, 14, 20, 'C', 'G', 'I', 'C', 'E', 'C', 'E', 'D', 8, 14, 8, 2, 8, 14, 'E', 'C', 'E', 'D', 'E', 14, 20, 14, 20, 14, 8, 'B', 'F', 'B', 'A', 'B', 8, 2, 8, 'D', 'E', 'D', 1, 'D', 'E', 14, 8, 'B', 10, 'B', 8, 2, 1, 'D', 1, 2, 8, 'B', 10, 16, 'F', 16, 'F', 16, 'F', 16, 'K', 'M', 'K', 'M', 10, 16, 10, 'B', 10, 4, 'P', 4, 10, 'M', 'P', 6, 'M', 12, 10, 'B', 'A', 'B', 10, 'M', 10, 'M', 'K', 23, 'K', 16, 'F', 'B', 'F', 'B', 'F', 16, 22, 16, 'K', 23, 'K', 16, 'K', 16, 10, 16, 'K', 18, 'M', 10, 16, 'F', 'B', 'F', 16, 10, 'B', 8, 'B', 8, 'D', 1, 'D', 'E', 14, 8, 2, 1, 'D', 8, 2, 8, 2, 'A', 'B', 'A', 2, 8, 2, 1, 2, 8, 'D', 'E', 14, 'F', 'H', 'F', 'B', 'F', 14, 'F', 'H', 'J', 26, 32, 32, 'G', 'C', 'G', 26, 'J', 33, 26, 32, 'J', 'H', 22, 28, 22, 28, 34, 34, 22, 23, 'K', 16, 'F', 'B', 'A', 'B', 'A', 2, 'A', 4, 'A', 2, 1, 'D', 'E', 14, 'E', 'D', 8, 2, 'A', 'B', 8, 'B', 10, 'B', 'F', 'H', 20, 'H', 'F', 14, 8, 'B', 10, 'M', 12, 'P', 4, 10, 16, 'F', 14, 'F', 16, 22, 23, 'K', 23, 'K', 'M', 'K', 16, 22, 28, 22, 'H', 22, 16, 'K', 'M', 'K', 23, 'O', 'O', 'O', 22, 16, 10, 16, 'F', 'H', 20, 26, 'G', 'I', 26, 20, 'C', 'G', 'C', 20, 'C', 'G', 'C', 20, 14, 'F', 'H', 'J', 28, 29, 'Q', 'N']",21,-301
"['D', 'J', 'K', 'M', 'H', 'E', 'F', 'B', 'I', 'N', 'C', 'G', 'A']",105,"['D', 'E', 'D', 1, 2, 'A', 'B', 'A', 2, 1, 'D', 'E', 'C', 'E', 'D', 1, 'D', 1, 'D', 8, 'B', 'F', 'H', 'J', 28, 29, 'N', 23, 'O', 'O', 'K', 'M', 12, 'P', 'M', 12, 'K', 16, 10, 16, 10, 4, 10, 'M', 10, 4, 10, 4, 'A', 2, 1, 'D', 8, 14, 'F', 16, 'K', 16, 'K', 18, 18, 23, 22, 23, 'O', 22, 16, 'F', 'B', 8, 'D', 'E', 14, 'F', 14, 8, 2, 'A', 2, 1, 2, 8, 'B', 'F', 16, 10, 16, 10, 16, 22, 16, 'F', 'B', 'F', 14, 'F', 16, 'K', 16, 'F', 'H', 20, 26, 'G', 'I']",17,-53
"['B', 'A', 'C']",78,"['D', 'E', 'C', 'G', 'I', 'C', 20, 'H', 22, 23, 'K', 18, 16, 'F', 'H', 20, 26, 'J', 'H', 20, 14, 20, 'H', 'F', 'B', 'F', 'H', 'F', 14, 'E', 'D', 8, 14, 20, 26, 20, 'H', 20, 'H', 'J', 33, 28, 22, 'H', 22, 28, 'J', 28, 34, 'J', 33, 33, 26, 20, 14, 20, 14, 20, 'C', 20, 26, 32, 32, 'G', 'I', 'I', 26, 'G', 'C', 'G', 'C', 20, 14, 'E', 'D', 1, 2, 'A']",-23,-66
"['G', 'B', 'C', 'E', 'D', 'F', 'A']",128,"['D', 'E', 'D', 'E', 'C', 'G', 'I', 'C', 20, 'H', 'J', 33, 'H', 'F', 'H', 22, 'H', 'J', 26, 20, 'C', 'G', 26, 32, 20, 14, 'E', 'C', 20, 14, 'E', 'C', 'G', 'I', 'I', 'I', 26, 32, 'J', 28, 29, 'N', 23, 22, 28, 'J', 33, 'H', 'F', 'B', 'F', 'H', 'J', 33, 28, 29, 23, 'O', 29, 28, 22, 16, 'K', 16, 22, 28, 'J', 28, 29, 28, 'J', 28, 29, 'Q', 'N', 'Q', 23, 'O', 29, 23, 29, 23, 'K', 18, 'M', 'P', 6, 6, 6, 4, 'P', 4, 'P', 'M', 12, 'P', 4, 'P', 'M', 10, 'B', 'F', 16, 'K', 18, 18, 16, 22, 28, 22, 'H', 'F', 14, 'F', 'H', 'F', 16, 'F', 'B', 'F', 'H', 20, 'C', 'E', 'D', 8, 2, 'A']",-7,-100
"['D', 'C', 'B', 'A']",115,"['D', 8, 'B', 'A', 'B', 8, 'D', 8, 'D', 'E', 'D', 'E', 'D', 8, 'D', 1, 2, 'A', 4, 'P', 4, 10, 'B', 'A', 'B', 8, 2, 'A', 2, 'A', 4, 'P', 'M', 10, 4, 'A', 4, 10, 4, 10, 4, 10, 'B', 10, 16, 'K', 23, 29, 23, 22, 'H', 'J', 'H', 22, 16, 10, 4, 'A', 'B', 10, 'B', 8, 14, 'F', 'H', 22, 23, 29, 'Q', 'N', 28, 'J', 'H', 22, 16, 22, 16, 22, 28, 22, 23, 'K', 'M', 10, 16, 'K', 'M', 10, 'B', 'F', 'H', 'F', 'H', 'J', 26, 20, 'H', 'J', 28, 22, 16, 10, 'B', 'F', 'H', 'F', 'B', 10, 'B', 8, 'D', 'E', 'D', 'E', 'C']",-19,-99
"['D', 'A', 'C', 'E', 'I', 'J', 'G', 'K', 'M', 'F', 'B', 'H']",138,"['D', 'E', 'D', 'E', 'D', 8, 'B', 'A', 2, 1, 2, 'A', 4, 'P', 'M', 'K', 16, 'K', 23, 29, 23, 29, 23, 22, 'H', 'F', 14, 20, 'H', 'J', 33, 26, 'G', 'C', 'E', 'D', 'E', 'D', 8, 'B', 'F', 'B', 'F', 'H', 'F', 'H', 'J', 28, 'J', 28, 22, 16, 'K', 16, 22, 23, 22, 'H', 'J', 28, 34, 34, 34, 22, 23, 'K', 18, 18, 16, 10, 16, 'F', 14, 'E', 14, 'E', 14, 'E', 'D', 1, 2, 1, 'D', 8, 14, 'E', 14, 8, 2, 1, 2, 8, 'B', 10, 4, 'P', 'M', 12, 'P', 4, 10, 4, 10, 16, 'K', 18, 18, 23, 22, 28, 29, 'Q', 23, 29, 'Q', 28, 22, 16, 10, 'B', 10, 16, 'F', 'B', 'F', 14, 'E', 14, 20, 'H', 'F', 14, 20, 'C', 'G', 'C', 'G', 'I']",13,-90
"['B', 'A']",5,"['D', 1, 2, 'A', 'B']",-27,3
"['M', 'J', 'D', 'I', 'F', 'H', 'K', 'B', 'A', 'C', 'N', 'E', 'G']",251,"['D', 'E', 'C', 'E', 14, 'F', 'B', 'F', 'B', 'F', 'H', 'F', 14, 20, 'H', 'F', 16, 'K', 'M', 10, 'B', 'A', 4, 'P', 4, 10, 16, 'K', 16, 10, 'B', 'F', 'B', 'A', 2, 'A', 4, 'A', 'B', 'F', 'H', 'F', 'B', 10, 'M', 'P', 6, 'M', 10, 16, 'K', 23, 'O', 29, 'N', 23, 'K', 'M', 12, 12, 10, 'B', 'A', 'B', 'F', 'B', 10, 'B', 8, 14, 20, 'C', 'E', 'D', 8, 'B', 8, 2, 'A', 4, 'P', 6, 6, 'M', 10, 16, 'F', 16, 10, 16, 10, 16, 'F', 16, 10, 4, 'A', 4, 'P', 4, 'P', 4, 'A', 'B', 10, 16, 10, 'M', 12, 'P', 6, 4, 10, 4, 10, 16, 'F', 16, 22, 23, 'K', 16, 10, 4, 10, 'B', 'A', 4, 'A', 4, 10, 'B', 10, 'B', 8, 14, 'F', 16, 'F', 14, 8, 14, 20, 'H', 'J', 'H', 22, 'H', 20, 'C', 'E', 14, 20, 14, 8, 2, 'A', 2, 'A', 'B', 10, 'M', 'K', 16, 22, 'H', 'F', 'B', 8, 'B', 'F', 14, 'F', 14, 'F', 16, 10, 'M', 'K', 18, 'M', 'P', 6, 6, 6, 4, 'A', 2, 'A', 4, 10, 'B', 'F', 'H', 20, 14, 8, 'D', 1, 'D', 'E', 'C', 'E', 'D', 8, 14, 'F', 16, 10, 4, 'P', 4, 'A', 2, 8, 'D', 1, 2, 8, 14, 8, 'B', 'A', 'B', 10, 4, 'P', 'M', 12, 'P', 4, 'P', 'M', 'P', 4, 'P', 'M', 12, 10, 16, 'F', 16, 22, 28, 'J', 33, 'H', 20, 26, 'G', 'I']",17,-199
"['C', 'D', 'E', 'I', 'B', 'G', 'O', 'J', 'F', 'A', 'H', 'P', 'N', 'M', 'K']",173,"['D', 'E', 'C', 'G', 'I', 'I', 'C', 'G', 'I', 'C', 20, 'H', 'J', 28, 'J', 33, 26, 'G', 26, 'J', 33, 33, 28, 'J', 26, 32, 'G', 'I', 26, 32, 32, 'G', 26, 20, 14, 'F', 'H', 'F', 'B', 'F', 14, 20, 26, 'J', 26, 'J', 'H', 22, 28, 'J', 28, 'J', 33, 'H', 'F', 16, 'K', 'M', 'K', 16, 10, 'B', 'F', 'H', 'J', 28, 29, 'Q', 'Q', 'Q', 'Q', 'N', 28, 34, 34, 22, 'H', 22, 'H', 'F', 'H', 'F', 'B', 'F', 16, 22, 'H', 20, 14, 20, 'C', 20, 26, 'J', 'H', 'F', 'H', 22, 28, 29, 'N', 23, 'K', 18, 23, 'K', 23, 'K', 18, 'M', 'K', 'M', 'K', 16, 10, 16, 'F', 'H', 'F', 'B', 'A', 2, 'A', 'B', 8, 'D', 8, 'D', 'E', 'D', 1, 2, 8, 'D', 'E', 14, 20, 'H', 22, 16, 'F', 16, 10, 4, 'A', 4, 'P', 'M', 12, 12, 12, 'K', 'M', 'P', 4, 10, 16, 'F', 'B', 'F', 'H', 'F', 16, 'K', 18, 23, 'K', 16, 10, 'M', 'K', 23, 'O']",25,-113
"['J', 'M', 'N', 'E', 'I', 'C', 'G', 'A', 'O', 'B', 'K', 'H', 'F', 'D']",350,"['D', 'E', 'D', 1, 2, 'A', 'B', 'F', 'H', 'F', 14, 'F', 'B', 8, 'D', 'E', 'D', 'E', 'C', 'G', 'C', 'E', 'C', 'E', 'D', 'E', 'C', 20, 14, 'E', 14, 20, 14, 8, 'B', 8, 14, 8, 'D', 1, 2, 8, 2, 'A', 'B', 10, 'B', 10, 'B', 'F', 16, 'K', 'M', 12, 12, 'P', 'M', 10, 4, 'A', 2, 8, 14, 'E', 'D', 8, 'B', 'F', 'B', 'F', 'B', 'F', 14, 'F', 16, 10, 'M', 12, 'K', 'M', 'P', 4, 10, 'B', 'F', 'H', 'J', 28, 'J', 33, 26, 20, 26, 32, 32, 'J', 'H', 20, 'H', 'J', 28, 22, 'H', 22, 'H', 20, 26, 20, 26, 20, 'C', 'E', 'C', 'E', 'C', 'G', 'I', 'C', 20, 14, 'E', 14, 8, 'D', 'E', 'D', 'E', 'C', 20, 'C', 'G', 'C', 'G', 'I', 'C', 20, 'H', 'J', 33, 'H', 20, 'C', 'E', 'C', 'E', 14, 'F', 16, 'F', 'H', 20, 'H', 22, 23, 'K', 16, 22, 28, 34, 29, 'N', 28, 'J', 'H', 22, 28, 29, 'N', 23, 'K', 18, 18, 'M', 12, 'P', 'M', 'K', 16, 10, 'M', 'P', 4, 10, 4, 10, 'M', 'P', 'M', 'P', 'M', 12, 'K', 18, 16, 22, 'H', 'J', 'H', 'J', 26, 32, 'G', 'I', 'C', 'E', 'C', 20, 26, 'J', 33, 33, 28, 'J', 26, 'G', 'I', 'C', 'G', 26, 20, 'C', 20, 14, 'F', 14, 8, 2, 1, 'D', 'E', 14, 'F', 'B', 'F', 16, 'F', 14, 20, 'C', 'G', 'I', 'I', 26, 20, 14, 'E', 14, 8, 'B', 10, 'B', 'F', 'B', 8, 2, 8, 2, 8, 14, 'E', 'D', 'E', 'C', 20, 'C', 'G', 'I', 'I', 26, 20, 'H', 20, 14, 8, 'B', 'A', 4, 'P', 4, 'P', 4, 'A', 4, 'A', 4, 'P', 6, 4, 10, 4, 10, 'B', 10, 4, 10, 16, 10, 4, 'P', 4, 10, 'M', 'K', 'M', 10, 'B', 10, 'B', 10, 'B', 10, 16, 'F', 'H', 'J', 28, 34, 29, 'N', 28, 'J', 33, 33, 33, 26, 20, 'C', 'E', 'C', 20, 26, 20, 14, 8, 'D', 1, 'D', 1, 'D', 8, 'B', 10, 'B', 10, 4, 'P', 'M', 'K', 23, 'O']",21,-294
"['A', 'E', 'B', 'D', 'F', 'H', 'C', 'G']",13,"['D', 'E', 'C', 'G', 'I', 'C', 'E', 'C', 20, 'H', 'F', 'B', 'A']",-3,19
"['E', 'B', 'F', 'C', 'D', 'A', 'G', 'H']",63,"['D', 'E', 'D', 1, 2, 'A', 'B', 'F', 'H', 22, 23, 22, 23, 22, 16, 'F', 'H', 22, 28, 34, 22, 16, 22, 23, 'K', 18, 'M', 'P', 4, 'A', 4, 10, 'M', 12, 'K', 18, 'M', 'P', 4, 10, 16, 'F', 14, 8, 2, 'A', 4, 'A', 4, 10, 16, 22, 28, 29, 23, 22, 28, 'J', 33, 26, 'G', 'I', 'C']",-3,-31
"['A', 'C', 'B']",23,"[2, 'A', 'B', 10, 16, 22, 'H', 'F', 'B', 'F', 16, 22, 'H', 'F', 14, 20, 'H', 22, 16, 'F', 14, 'E', 'C']",-23,-11
"['A', 'B']",3,"[2, 'A', 'B']",-27,5
"['A', 'C', 'D', 'E', 'B']",67,"['D', 'E', 'C', 'E', 'C', 'G', 26, 'J', 28, 22, 23, 'O', 'O', 29, 'Q', 'Q', 'Q', 'Q', 'N', 'Q', 23, 'O', 'K', 16, 10, 'B', 'F', 14, 20, 14, 'E', 'C', 'E', 'C', 'E', 'C', 'G', 'I', 'I', 26, 'J', 28, 'J', 'H', 22, 16, 'K', 16, 22, 23, 29, 'Q', 'Q', 'N', 28, 34, 'J', 'H', 20, 26, 20, 'H', 'F', 14, 8, 2, 'A']",-15,-47
"['A', 'G', 'I', 'B', 'J', 'K', 'E', 'C', 'N', 'P', 'M', 'O', 'D', 'H', 'F']",149,"['D', 'E', 'D', 8, 'B', 'A', 4, 'P', 'M', 'K', 18, 18, 16, 'F', 'H', 'F', 14, 'E', 'D', 'E', 'C', 'G', 'I', 26, 'G', 'C', 'E', 'D', 'E', 'C', 20, 'C', 'E', 'C', 20, 'C', 'G', 26, 'G', 'C', 'G', 'C', 'G', 'C', 'G', 26, 'G', 'C', 20, 14, 'F', 'B', 'F', 16, 22, 28, 'J', 33, 'H', 20, 26, 32, 'J', 'H', 22, 28, 34, 34, 22, 16, 22, 16, 22, 23, 'K', 18, 23, 'O', 'O', 'O', 'K', 16, 'F', 'B', 10, 4, 'A', 'B', 'F', 14, 20, 14, 8, 14, 8, 2, 8, 'B', 10, 4, 'P', 'M', 10, 16, 22, 28, 22, 16, 'F', 'B', 'A', 'B', 10, 'B', 10, 16, 10, 4, 'A', 2, 'A', 'B', 10, 16, 'F', 14, 'F', 'B', 8, 'D', 8, 14, 'E', 'C', 'G', 'I', 'I', 'I', 26, 'J', 33, 28, 34, 22, 'H', 'J', 28, 29, 'N']",25,-89
['A'],10,"['D', 'E', 14, 20, 26, 20, 14, 8, 2, 'A']",-31,-6
"['I', 'G', 'J', 'H', 'C', 'F', 'M', 'A', 'E', 'K', 'B', 'D']",82,"['D', 'E', 'D', 'E', 'C', 'G', 'I', 'I', 26, 'J', 'H', 'J', 26, 20, 'C', 'E', 'C', 'E', 'D', 'E', 'C', 'E', 14, 'F', 'H', 22, 23, 'O', 'O', 'O', 'O', 'K', 'M', 10, 'B', 'F', 16, 'F', 14, 'E', 'C', 'G', 'I', 'C', 'G', 'C', 'E', 14, 'E', 'C', 'G', 'C', 20, 26, 32, 20, 'H', 20, 14, 20, 26, 32, 20, 26, 20, 'H', 22, 23, 22, 16, 'F', 16, 10, 16, 10, 'M', 12, 10, 4, 'P', 4, 'A']",13,-34
"['N', 'H', 'D', 'F', 'K', 'M', 'A', 'O', 'J', 'C', 'G', 'E', 'B', 'I']",236,"['D', 'E', 'C', 'G', 'C', 'E', 14, 'E', 'D', 1, 'D', 'E', 'D', 8, 'B', 'A', 2, 'A', 2, 8, 14, 'F', 'B', 10, 'M', 'K', 23, 'K', 'M', 10, 'M', 12, 12, 10, 'M', 'K', 'M', 12, 'K', 18, 18, 18, 16, 10, 4, 'P', 4, 10, 'B', 8, 2, 8, 'D', 1, 2, 1, 2, 1, 'D', 8, 2, 1, 'D', 8, 'D', 8, 14, 'F', 'H', 'J', 'H', 20, 'H', 22, 'H', 20, 26, 32, 32, 20, 'H', 'F', 16, 'F', 'H', 'J', 26, 'G', 'I', 26, 32, 'G', 26, 32, 'G', 'I', 'I', 26, 'J', 28, 'J', 'H', 'J', 28, 34, 'J', 26, 20, 'H', 22, 28, 22, 23, 'O', 22, 'H', 'F', 'B', 'F', 'H', 'F', 'H', 22, 'H', 'J', 26, 32, 32, 'J', 26, 20, 'H', 'F', 'H', 'F', 'B', 'A', 'B', 'A', 4, 'A', 4, 'A', 'B', 10, 'B', 10, 'B', 'F', 'H', 20, 26, 'J', 'H', 22, 16, 'F', 16, 'K', 16, 'K', 23, 'K', 'M', 12, 10, 'B', 'A', 'B', 'F', 14, 'F', 14, 'E', 'C', 'G', 'C', 'E', 14, 'E', 14, 'F', 'B', 8, 'B', 'A', 2, 1, 2, 1, 'D', 'E', 14, 8, 14, 8, 'D', 'E', 14, 20, 14, 8, 14, 20, 26, 'G', 26, 'J', 28, 'J', 'H', 'F', 14, 'E', 'C', 20, 'H', 'F', 'B', 10, 'M', 'P', 4, 'A', 'B', 8, 14, 'E', 'C', 20, 'H', 22, 28, 34, 29, 'N']",21,-180
"['A', 'B']",3,"[2, 'A', 'B']",-27,5
"['B', 'A']",38,"['D', 'E', 'D', 1, 'D', 8, 'B', 'F', 16, 'K', 18, 'M', 10, 'B', 'F', 'H', 'F', 'H', 20, 26, 'G', 'C', 20, 14, 'F', 'H', 22, 23, 22, 23, 'K', 16, 10, 4, 'P', 6, 4, 'A']",-27,-30
"['D', 'H', 'G', 'J', 'F', 'K', 'A', 'N', 'B', 'C', 'E', 'I', 'M']",119,"['D', 'E', 'D', 1, 2, 'A', 'B', 'F', 'H', 'F', 14, 'E', 'C', 'E', 'C', 'G', 'C', 'G', 'I', 26, 'J', 'H', 20, 'H', 'J', 26, 32, 'J', 'H', 'F', 14, 'E', 'C', 20, 'H', 22, 23, 'O', 'K', 'M', 'P', 4, 10, 'M', 12, 10, 'M', 'K', 16, 'F', 16, 'F', 'H', 'F', 16, 'K', 16, 'F', 14, 'E', 14, 8, 'B', 8, 14, 'E', 14, 8, 14, 20, 14, 'E', 'C', 20, 'H', 'F', 'B', 8, 2, 'A', 4, 'A', 'B', 10, 4, 10, 'B', 10, 'M', 'P', 6, 6, 6, 6, 4, 'A', 4, 'A', 4, 10, 'B', 'A', 4, 10, 16, 22, 'H', 22, 'H', 'F', 16, 'K', 18, 'M', 'K', 18, 23, 29, 'N']",17,-67
"['B', 'A', 'D', 'C']",44,"['D', 1, 2, 'A', 'B', 'F', 16, 'K', 'M', 10, 'M', 'K', 18, 16, 'K', 23, 'K', 23, 22, 16, 10, 'B', 'F', 'H', 22, 'H', 'J', 33, 26, 'J', 33, 'H', 22, 28, 22, 28, 22, 'H', 'J', 26, 32, 'G', 'I', 'C']",-19,-28
"['A', 'B']",5,"['D', 1, 2, 'A', 'B']",-27,3
"['H', 'B', 'E', 'O', 'D', 'A', 'F', 'N', 'J', 'P', 'I', 'G', 'K', 'C', 'M']",275,"['D', 'E', 'C', 'E', 'D', 'E', 14, 'E', 14, 'E', 'D', 8, 'B', 'F', 'H', 'J', 33, 26, 'G', 'I', 26, 'J', 26, 'G', 'C', 'G', 'C', 'G', 'I', 'C', 'G', 26, 32, 32, 20, 'C', 'G', 26, 20, 26, 'G', 'I', 26, 'G', 'I', 26, 32, 32, 'G', 'I', 26, 'G', 'I', 'I', 'C', 'G', 'C', 'E', 'C', 'G', 'I', 26, 32, 20, 14, 'F', 'H', 22, 16, 'F', 'B', 'F', 16, 'F', 'B', 'A', 2, 1, 'D', 1, 'D', 8, 14, 'E', 'D', 1, 2, 8, 'B', 10, 'B', 'A', 'B', 10, 'B', 10, 'M', 'K', 16, 'F', 16, 'F', 16, 22, 'H', 'F', 16, 10, 16, 'F', 'B', 8, 'D', 'E', 14, 20, 26, 'J', 33, 33, 33, 28, 34, 'J', 26, 32, 'J', 'H', 'J', 26, 32, 32, 'J', 'H', 'J', 'H', 20, 'H', 'J', 28, 'J', 33, 26, 32, 'J', 28, 'J', 33, 26, 20, 'C', 'G', 'C', 'G', 'C', 20, 'H', 'J', 26, 'G', 'I', 26, 20, 'C', 'G', 'I', 26, 'J', 28, 'J', 26, 32, 32, 'J', 'H', 20, 14, 'F', 14, 'F', 'B', 10, 'B', 10, 'M', 'P', 6, 'M', 'P', 4, 10, 'B', 'A', 4, 'P', 4, 'A', 2, 8, 2, 1, 2, 8, 14, 'E', 14, 'E', 'C', 'G', 26, 32, 'J', 'H', 20, 14, 'F', 16, 22, 16, 'K', 16, 10, 16, 22, 'H', 22, 23, 'K', 23, 'K', 'M', 12, 10, 'B', 'F', 'B', 'A', 2, 'A', 2, 1, 2, 8, 'D', 1, 'D', 8, 'D', 1, 2, 8, 'D', 'E', 14, 'E', 14, 'F', 14, 'E', 'C', 'E', 'C', 20, 'C', 'G', 26, 'J', 28, 22, 23, 'O', 'O', 29, 'Q', 'N']",25,-215
"['C', 'I', 'E', 'G', 'A', 'B', 'H', 'D', 'F']",74,"['D', 'E', 'C', 'G', 'C', 20, 'C', 'E', 'D', 1, 2, 'A', 'B', 'F', 'H', 22, 'H', 'F', 14, 'E', 'C', 'G', 'C', 'E', 'D', 8, 'D', 1, 'D', 'E', 'C', 'E', 14, 8, 14, 'F', 16, 22, 23, 22, 'H', 'F', 14, 'F', 'H', 'F', 'H', 20, 'H', 'J', 33, 26, 'G', 'C', 'E', 'C', 20, 'C', 'E', 'D', 'E', 'C', 20, 'H', 'F', 14, 20, 14, 'E', 'C', 'E', 'C', 'G', 'I']",1,-38
"['D', 'A', 'C', 'B']",27,"['D', 1, 'D', 'E', 'C', 20, 26, 'G', 'C', 20, 'C', 'G', 26, 'G', 'I', 26, 'J', 28, 22, 23, 'K', 'M', 'P', 6, 4, 'A', 'B']",-19,-11
"['B', 'A']",8,"['D', 8, 'D', 'E', 'D', 8, 'B', 'A']",-27,0
['A'],2,"[2, 'A']",-31,2
"['C', 'B', 'A']",68,"[2, 'A', 'B', 10, 4, 'P', 6, 4, 'P', 4, 10, 16, 'K', 18, 'M', 'P', 6, 4, 10, 'B', 'A', 2, 8, 14, 20, 'H', 22, 28, 'J', 'H', 'F', 'H', 22, 23, 'K', 16, 10, 'M', 10, 'M', 10, 4, 'A', 'B', 'A', 'B', 8, 'B', 'F', 16, 'K', 16, 22, 'H', 'F', 'B', 10, 'M', 10, 16, 22, 23, 22, 28, 'J', 26, 20, 'C']",-23,-56
['A'],4,"['D', 1, 2, 'A']",-31,0
"['J', 'F', 'B', 'A', 'G', 'I', 'H', 'E', 'C', 'D']",325,"['D', 'E', 'D', 8, 'D', 'E', 'C', 'E', 'C', 'E', 14, 'F', 'H', 'J', 'H', 'J', 28, 'J', 28, 34, 34, 'J', 'H', 22, 'H', 'J', 28, 29, 'N', 'N', 23, 29, 23, 22, 16, 22, 28, 22, 23, 'O', 29, 'Q', 'N', 23, 22, 'H', 22, 28, 34, 22, 23, 'K', 'M', 10, 'M', 'K', 16, 22, 'H', 'J', 26, 'G', 'C', 20, 'H', 'F', 'H', 22, 'H', 22, 'H', 22, 'H', 'F', 'B', 'A', 4, 10, 'M', 12, 'P', 4, 'A', 2, 'A', 4, 10, 'M', 'P', 6, 6, 'M', 10, 4, 10, 'B', 10, 4, 10, 16, 22, 16, 'F', 14, 'F', 'H', 'J', 28, 34, 29, 'N', 'N', 'N', 'Q', 'N', 28, 'J', 28, 29, 'Q', 'N', 23, 29, 23, 29, 28, 29, 28, 34, 34, 22, 28, 34, 'J', 'H', 'J', 28, 29, 'Q', 28, 22, 'H', 22, 16, 'K', 16, 22, 28, 34, 22, 23, 'K', 16, 22, 23, 'K', 16, 'K', 'M', 10, 16, 22, 16, 'F', 14, 8, 'D', 1, 'D', 1, 'D', 8, 'B', 8, 'D', 8, 2, 'A', 4, 'P', 'M', 'K', 23, 'K', 'M', 10, 4, 10, 16, 22, 23, 'K', 18, 18, 23, 'K', 'M', 'P', 'M', 'P', 6, 6, 'M', 12, 'K', 16, 'K', 16, 10, 4, 'A', 4, 10, 4, 'A', 2, 8, 2, 'A', 4, 10, 'M', 10, 'M', 'K', 'M', 10, 16, 'K', 16, 'F', 16, 10, 'B', 10, 'M', 10, 'M', 'K', 16, 10, 'M', 'P', 'M', 12, 'P', 6, 4, 'P', 6, 6, 'M', 'K', 16, 10, 'M', 'K', 18, 16, 10, 'B', 'A', 2, 'A', 4, 'P', 4, 'P', 'M', 10, 4, 'P', 4, 'A', 4, 10, 'B', 'F', 'H', 20, 14, 'F', 'B', 8, 2, 8, 14, 'F', 16, 10, 16, 10, 16, 22, 'H', 'J', 'H', 'F', 14, 8, 14, 'F', 16, 10, 4, 'P', 'M', 'K', 23, 22, 16, 'F', 16, 'F', 'H', 22, 'H', 20, 14, 'E', 'C', 20, 26, 'G', 'I']",5,-285
"['E', 'A', 'G', 'I', 'H', 'K', 'F', 'B', 'M', 'C', 'D', 'J']",33,"['D', 'E', 'D', 'E', 'C', 'G', 'C', 'G', 'I', 'C', 20, 'C', 20, 'H', 'J', 33, 28, 29, 23, 'O', 'K', 'M', 'P', 6, 6, 4, 'P', 'M', 'K', 16, 'F', 'B', 'A']",13,15
"['B', 'E', 'C', 'I', 'H', 'D', 'G', 'A', 'F']",17,"['D', 'E', 'C', 'G', 'C', 'G', 'C', 'G', 'I', 26, 20, 'C', 20, 'H', 'F', 'B', 'A']",1,19
"['E', 'C', 'D', 'B', 'F', 'A']",28,"['D', 'E', 'C', 'E', 'C', 'G', 26, 20, 14, 'E', 14, 'F', 'H', 22, 'H', 'J', 28, 29, 'Q', 28, 34, 22, 28, 22, 16, 'F', 'B', 'A']",-11,-4
