Customer Order,Path Size,Nodes Visited,Brute Force Score,Our Score
"['A', 'B']",12,"[7, 'A', 14, 'E', 7, 'A', 2, 'D', 4, 10, 16, 'B']",43,-4
"['D', 'A', 'C', 'B']",12,"[2, 'A', 7, 'A', 2, 'A', 14, 'C', 14, 'B', 9, 'D']",51,4
"['A', 'B']",12,"[7, 'A', 2, 'A', 2, 'A', 7, 1, 7, 'E', 14, 'B']",43,-4
"['B', 'A', 'C']",12,"[2, 'A', 14, 'B', 9, 'D', 2, 'A', 7, 'E', 14, 'C']",47,0
"['A', 'C', 'B', 'D']",12,"[7, 'A', 7, 1, 7, 'A', 9, 'D', 9, 'B', 14, 'C']",51,4
['A'],12,"[2, 'D', 9, 'D', 4, 10, 16, 'B', 14, 'B', 14, 'A']",39,-8
"['B', 'A']",12,"[7, 'A', 9, 'A', 9, 'A', 9, 'D', 4, 10, 16, 'B']",43,-4
"['A', 'B']",12,"[2, 'A', 7, 'A', 2, 1, 2, 'D', 9, 'A', 14, 'B']",43,-4
"['A', 'B']",12,"[2, 'D', 4, 'D', 2, 'A', 7, 1, 2, 'A', 9, 'B']",43,-4
"['C', 'A', 'B']",12,"[7, 'E', 19, 'E', 7, 'E', 19, 'C', 21, 'B', 9, 'A']",47,0
"['B', 'A']",12,"[2, 'A', 7, 1, 7, 'E', 19, 'C', 19, 'E', 14, 'B']",43,-4
"['A', 'B']",14,"[7, 'A', 2, 1, 2, 'A', 2, 1, 2, 'A', 2, 'D', 9, 'B']",43,-6
"['C', 'B', 'E', 'A', 'D']",14,"[7, 'A', 7, 'E', 19, 'E', 19, 'E', 19, 'C', 14, 'B', 9, 'D']",55,6
['A'],14,"[2, 'D', 4, 10, 4, 10, 4, 'D', 4, 10, 9, 'D', 9, 'A']",39,-10
"['B', 'C', 'A']",14,"[7, 'A', 7, 1, 2, 1, 7, 'A', 9, 'B', 21, 'F', 26, 'C']",47,-2
"['B', 'A']",14,"[2, 'A', 9, 'D', 2, 1, 7, 1, 7, 'E', 19, 'C', 14, 'B']",43,-6
"['B', 'C', 'D', 'E', 'A']",14,"[2, 'D', 9, 'A', 14, 'C', 26, 25, 19, 'E', 19, 'C', 14, 'B']",55,6
"['B', 'A']",14,"[2, 'D', 9, 'B', 16, 22, 16, 'B', 14, 'B', 9, 'D', 2, 'A']",43,-6
"['C', 'B', 'A']",14,"[7, 'A', 2, 'D', 9, 'A', 7, 'E', 19, 'C', 19, 'C', 21, 'B']",47,-2
"['A', 'C', 'B']",14,"[7, 'A', 9, 'A', 9, 'A', 9, 'D', 9, 'D', 9, 'B', 14, 'C']",47,-2
"['B', 'A']",14,"[2, 'A', 9, 'A', 9, 'D', 2, 1, 2, 1, 7, 'A', 9, 'B']",43,-6
"['C', 'D', 'F', 'A', 'E', 'B']",14,"[7, 'A', 2, 'D', 2, 'A', 9, 'B', 21, 'F', 21, 'C', 19, 'E']",59,10
['A'],14,"[2, 'D', 4, 5, 4, 10, 16, 22, 16, 'B', 14, 'B', 14, 'A']",39,-10
"['B', 'A', 'C']",14,"[2, 'A', 7, 1, 2, 'D', 9, 'D', 9, 'B', 14, 'A', 14, 'C']",47,-2
"['A', 'B']",14,"[2, 'A', 14, 'C', 21, 'C', 14, 'A', 7, 1, 7, 'A', 9, 'B']",43,-6
"['B', 'A']",14,"[7, 'E', 14, 'A', 9, 'D', 2, 'A', 9, 'D', 9, 'A', 9, 'B']",43,-6
"['B', 'A']",14,"[7, 'A', 7, 'E', 7, 'A', 9, 'A', 14, 'C', 19, 'C', 21, 'B']",43,-6
"['C', 'A', 'B']",16,"[2, 'A', 2, 'A', 14, 'A', 9, 'D', 9, 'B', 21, 'B', 21, 'F', 21, 'C']",47,-4
"['C', 'B', 'A', 'D']",16,"[2, 'D', 4, 5, 4, 10, 16, 'I', 16, 'B', 9, 'A', 14, 'E', 14, 'C']",51,0
"['C', 'B', 'A']",16,"[2, 'A', 7, 'E', 14, 'E', 14, 'A', 7, 'A', 14, 'B', 16, 'B', 14, 'C']",47,-4
"['A', 'B']",16,"[7, 'A', 2, 1, 7, 'E', 7, 'E', 19, 'E', 19, 'C', 26, 'F', 21, 'B']",43,-8
"['B', 'C', 'A']",16,"[2, 'D', 4, 5, 4, 'D', 2, 'D', 2, 'A', 9, 'B', 16, 'B', 21, 'C']",47,-4
